Title,Author,Year,Citation count,Open access,DOI,Abstract
Epidemiology of fine particulate air pollution and human health: biologic mechanisms and who's at risk?,C. Arden Pope,2000,938,Open Access,https://doi.org/10.1289/ehp.108-1637679,"This article briefly summarizes the epidemiology of the health effects of fine particulate air pollution, provides an early, somewhat speculative, discussion of the contribution of epidemiology to evaluating biologic mechanisms, and evaluates who's at risk or is susceptible to adverse health effects. Based on preliminary epidemiologic evidence, it is speculated that a systemic response to fine particle-induced pulmonary inflammation, including cytokine release and altered cardiac autonomic function, may be part of the pathophysiologic mechanisms or pathways linking particulate pollution with cardiopulmonary disease. The elderly, infants, and persons with chronic cardiopulmonary disease, influenza, or asthma are most susceptible to mortality and serious morbidity effects from short-term acutely elevated exposures. Others are susceptible to less serious health effects such as transient increases in respiratory symptoms, decreased lung function, or other physiologic changes. Chronic exposure studies suggest relatively broad susceptibility to cumulative effects of long-term repeated exposure to fine particulate pollution, resulting in substantive estimates of population average loss of life expectancy in highly polluted environments. Additional knowledge is needed about the specific pollutants or mix of pollutants responsible for the adverse health effects and the biologic mechanisms involved."
"Deposition, resuspension, and penetration of particles within a residence",Tracy L. Thatcher,1995,857,NOT Open Access,https://doi.org/10.1016/1352-2310(95)00016-r,
The Economic Impacts of Climate Change,Richard S.J. Tol,2017,790,Open Access,https://doi.org/10.1093/reep/rex027,"This article reviews the economic impacts of climate change and the policy implications of the results. Current estimates indicate that climate change will likely have a limited impact on the economy and human welfare in the twenty-first century. In fact, the initial impacts of climate change may well be positive. However, in the long run the negative impacts dominate the positive ones. Negative impacts will be substantially greater in poorer, hotter, and lower-lying countries. Poverty reduction complements greenhouse gas emissions reduction as a means to reduce climate change impacts. Although climate change may affect the growth rate of the global economy and may trap more people in poverty, quantification of these impacts remains difficult. The optimal carbon tax in the near term is somewhere between a few tens and a few hundreds of dollars per ton of carbon."
Spatial and Temporal Variation in PM2.5 Chemical Composition in the United States for Health Effects Studies,Michelle L. Bell|Francesca Dominici|Keita Ebisu|Scott L. Zeger|Jonathan M. Samet,2007,686,Open Access,https://doi.org/10.1289/ehp.9621,"BACKGROUND: Although numerous studies have demonstrated links between particulate matter (PM) and adverse health effects, the chemical components of the PM mixture that cause injury are unknown. OBJECTIVES: This work characterizes spatial and temporal variability of PM(2.5) (PM with aerodynamic diameter < 2.5 microm) components in the United States; our objective is to identify components for assessment in epidemiologic studies. METHODS: We constructed a database of 52 PM(2.5) component concentrations for 187 U.S. counties for 2000-2005. First, we describe the challenges inherent to analysis of a national PM(2.5) chemical composition database. Second, we identify components that contribute substantially to and/or co-vary with PM(2.5) total mass. Third, we characterize the seasonal and regional variability of targeted components. RESULTS: Strong seasonal and geographic variations in PM(2.5) chemical composition are identified. Only seven of the 52 components contributed >/= 1% to total mass for yearly or seasonal averages [ammonium (NH(4) (+)), elemental carbon (EC), organic carbon matter (OCM), nitrate (NO(3) (-)), silicon, sodium (Na(+)), and sulfate (SO(4) (2-))]. Strongest correlations with PM(2.5) total mass were with NH(4) (+) (yearly), OCM (especially winter), NO(3) (-) (winter), and SO(4) (2-) (yearly, spring, autumn, and summer), with particularly strong correlations for NH(4) (+) and SO(4) (2-) in summer. Components that co-varied with PM(2.5) total mass, based on daily detrended data, were NH(4) (+), SO(4) (2-) (,) OCM, NO(3) (2-), bromine, and EC. CONCLUSIONS: The subset of identified PM(2.5) components should be investigated further to determine whether their daily variation is associated with daily variation of health indicators, and whether their seasonal and regional patterns can explain the seasonal and regional heterogeneity in PM(10) (PM with aerodynamic diameter < 10 microm) and PM(2.5) health risks."
Social Preferences and the Response to Incentives: Evidence from Personnel Data,Oriana Bandiera|Iwan Barankay|Imran Rasul,2005,649,NOT Open Access,https://doi.org/10.1093/qje/120.3.917,
"Environment, Health, and Human Capital",Joshua Graff Zivin|Matthew Neidell,2013,581,NOT Open Access,https://doi.org/10.1257/jel.51.3.689,
Summary of Travel Trends: 2009 National Household Travel Survey,André Gustavo dos Santos|Nancy McGuckin|Hikari Nakamoto|D Gray|Susan Liss,2011,556,NOT Open Access,,
Concentrated Ambient Air Particles Induce Mild Pulmonary Inflammation in Healthy Human Volunteers,Andrew J. Ghio|Kim Chong|Robert B. Devlin,2000,548,NOT Open Access,https://doi.org/10.1164/ajrccm.162.3.9911115,
Health and wages: Evidence on men and women in urban Brazil,Duncan Thomas|John S. Strauss,1997,536,NOT Open Access,https://doi.org/10.1016/s0304-4076(96)01811-8,
"Environmental Health Risks and Housing Values: Evidence from 1,600 Toxic Plant Openings and Closings",Janet Currie|Lucas W. Davis|Michael Greenstone|Reed Walker,2015,510,Open Access,https://doi.org/10.1257/aer.20121656,"Regulatory oversight of toxic emissions from industrial plants and understanding about these emissions' impacts are in their infancy. Applying a research design based on the openings and closings of 1,600 industrial plants to rich data on housing markets and infant health, we find that: toxic air emissions affect air quality only within 1 mile of the plant; plant openings lead to 11 percent declines in housing values within 0.5 mile or a loss of about $4.25 million for these households; and a plant's operation is associated with a roughly 3 percent increase in the probability of low birthweight within 1 mile."
Effects of hot and cold temperature exposure on performance: a meta-analytic review,June J. Pilcher|Eric Nadler|Caroline Busch,2002,493,NOT Open Access,https://doi.org/10.1080/00140130210158419,
Defensive Investments and the Demand for Air Quality: Evidence from the NOx Budget Program,Olivier Deschênes|Michael Greenstone|Joseph Shapiro,2017,491,Open Access,https://doi.org/10.1257/aer.20131002,"The demand for air quality depends on health impacts and defensive investments, but little research assesses the empirical importance of defenses. A rich quasi-experiment suggests that the Nitrogen Oxides (NOx) Budget Program (NBP), a cap-and-trade market, decreased NOx emissions, ambient ozone concentrations, pharmaceutical expenditures, and mortality rates. The annual reductions in pharmaceutical purchases, a key defensive investment, and mortality are valued at about $800 million and $1.3 billion, respectively, suggesting that defenses are over one-third of willingness-to-pay for reductions in NOx emissions. Further, estimates indicate that the NBP's benefits easily exceed its costs and that NOx reductions have substantial benefits. (JEL I12, Q51, Q53, Q58)"
"Personal exposure to airborne particles and metals: results from the Particle TEAM study in Riverside, California.",Halûk Özkaynak|Jian Xue|John D. Spengler|Lance Wallace|Edo D. Pellizzari|PL Jenkins,1996,482,NOT Open Access,,
Robustness checks and robustness tests in applied economics,Xun Lu|Halbert White,2013,411,NOT Open Access,https://doi.org/10.1016/j.jeconom.2013.08.016,
A Meta-Analysis of Performance Response Under Thermal Stressors,Peter A. Hancock|Jennifer M. Ross|James L. Szalma,2007,405,Open Access,https://doi.org/10.1518/001872007x230226,"OBJECTIVE: Quantify the effect of thermal stressors on human performance. BACKGROUND: Most reviews of the effect of environmental stressors on human performance are qualitative. A quantitative review provides a stronger aid in advancing theory and practice. METHOD: Meta-analytic methods were applied to the available literature on thermal stressors and performance. A total of 291 references were collected. Forty-nine publications met the selection criteria, providing 528 effect sizes for analysis. RESULTS: Analyses confirmed a substantial negative effect on performance associated with thermal stressors. The overall effect size for heat was comparable to that for cold. Cognitive performance was least affected by thermal stressors, whereas both psychomotor and perceptual task performance were degraded to a greater degree. Other variables were identified that moderated thermal effects. CONCLUSION: Results confirmed the importance of task type, exposure duration, and stressor intensity as key variables impacting how thermal conditions affect performance. Results were consistent with the theory that stress forces the individual to allocate attentional resources to appraise and cope with the threat, which reduces the capacity to process task-relevant information. This represents a maladaptive extension of the narrowing strategy, which acts to maintain stable levels of response when stress is first encountered. APPLICATION: These quantitative estimates can be used to design thermal tolerance limits for different task types. Although results indicate the necessity for further research on a variety of potentially influential factors such as acclimatization, the current summary provides effect size estimates that should be useful in respect to protecting individuals exposed to adverse thermal conditions."
Associations between Recent Exposure to Ambient Fine Particulate Matter and Blood Pressure in the Multi-Ethnic Study of Atherosclerosis (MESA),Amy H. Auchincloss|Ana V. Diez Roux|J. Timothy Dvonch|Patrick L. Brown|R. Graham Barr|Martha L. Daviglus|David C. Goff|Joel D. Kaufman|Marie S. O’Neill,2008,307,Open Access,https://doi.org/10.1289/ehp.10899,"Abstract Background Blood pressure (BP) may be implicated in associations observed between ambient particulate matter and cardiovascular morbidity and mortality. This study examined cross-sectional associations between short-term ambient fine particles (particulate matter ≤ 2.5 μm in aerodynamic diameter; PM2.5) and BP: systolic (SBP), diastolic (DBP), mean arterial (MAP), and pulse pressure (PP). Methods The study sample included 5,112 persons 45–84 years of age, free of cardiovascular disease at the Multi-Ethnic Study of Atherosclerosis baseline examination (2000–2002). Data from U.S. Environmental Protection Agency monitors were used to estimate ambient PM2.5 exposures for the preceding 1, 2, 7, 30, and 60 days. Roadway data were used to estimate local exposures to traffic-related particles. Results Results from linear regression found PP and SBP positively associated with PM2.5. For example, a 10-μg/m3 increase in PM2.5 30-day mean was associated with 1.12 mmHg higher pulse pressure [95% confidence interval (CI), 0.28–1.97] and 0.99 mmHg higher systolic BP (95% CI, –0.15 to 2.13), adjusted for age, sex, race/ethnicity, income, education, body mass index, diabetes, cigarette smoking and environmental tobacco smoke, alcohol use, physical activity, medications, atmospheric pressure, and temperature. Results were much weaker and not statistically significant for MAP and DBP. Although traffic-related variables were not themselves associated with BP, the association between PM2.5 and BP was stronger in the presence of higher traffic exposure. Conclusions Higher SBP and PP were associated with ambient levels of PM2.5 and the association was stronger in the presence of roadway traffic, suggesting that impairment of blood pressure regulation may play a role in response to air pollution."
Three-Step Censored Quantile Regression and Extramarital Affairs,Victor Chernozhukov|Han Hong,2002,238,NOT Open Access,https://doi.org/10.1198/016214502388618663,
"Information, Avoidance Behavior, and Health: The Effect of Ozone on Asthma Hospitalizations",Matthew Neidell,2009,220,Open Access,https://doi.org/10.1353/jhr.2009.0018,"This paper assesses whether responses to information about risk impact estimates of the relationship between ozone and asthma in Southern California. Using a regression discontinuity design, I find smog alerts significantly reduces daily attendance at two major outdoor facilities. Using daily time-series regression models that include year-month and small area fixed effects, I find estimates of the effect of ozone for children and the elderly that include information are significantly larger than estimates that do not. These results are consistent with the hypothesis that individuals take substantial action to reduce exposure to risk; estimates ignoring these actions are severely biased."
Impact of Emissions from the Los Angeles Port Region on San Diego Air Quality during Regional Transport Events,Andrew P. Ault|M. J. Moore|Hiroshi Furutani|Kimberly A. Prather,2009,191,NOT Open Access,https://doi.org/10.1021/es8018918,
Who Benefits from Environmental Regulation? Evidence from the Clean Air Act Amendments,Antonio M. Bento|Matthew Freedman|Corey Lang,2014,149,Open Access,https://doi.org/10.1162/rest_a_00493,"Using geographically disaggregated data and exploiting an instrumental variable strategy, we show that contrary to conventional wisdom, the benefits of the 1990 Clean Air Act Amendments (CAAA) were progressive. The CAAA created incentives for local regulators to target the initially dirtiest areas for cleanup, creating heterogeneity in the incidence of air quality improvements that favored lower-income households. Based on house price appreciation, households in the lowest quintile of the income distribution received annual benefits from the program equal to 0.3% of their income on average during the 1990s, over twice as much as those in the highest quintile."
Valuing the benefits of health and safety regulation,Winston Harrington|Paul R. Portney,1987,288,NOT Open Access,https://doi.org/10.1016/0094-1190(87)90052-0,
Characterization of Indoor-Outdoor Aerosol Concentration Relationships during the Fresno PM Exposure Studies,Alan Vette|Anne W. Rea|P.A. Lawless|Charles Rodes|Gary F. Evans|V. Ross Highsmith|Linda Sheldon,2001,179,Open Access,https://doi.org/10.1080/02786820117903,"Particle size distributions were measured indoors and outdoors of a single, detached residence during the Fresno particulate matter exposure studies in winter (February 1-28, 1999) and spring (April 18-May 16, 1999). Data was collected for particle sizes ranging from about 0.01 to 2.5"
The effects of air pollution on work loss and morbidity,Bart Ostro,1983,159,NOT Open Access,https://doi.org/10.1016/0095-0696(83)90006-2,
Particulate matter concentrations in residences: an intervention study evaluating stand-alone filters and air conditioners,Stuart Batterman|Liuliu Du|Graciela Mentz|Bhramar Mukherjee|Edith A. Parker|Christopher Godwin|Jo-Yu Chin|Ashley O’Toole|Thomas G. Robins|Zachary Rowe|Toby C. Lewis,2011,118,Open Access,https://doi.org/10.1111/j.1600-0668.2011.00761.x,"UNLABELLED: This study, a randomized controlled trial, evaluated the effectiveness of free-standing air filters and window air conditioners (ACs) in 126 low-income households of children with asthma. Households were randomized into a control group, a group receiving a free-standing HEPA filter placed in the child's sleeping area, and a group receiving the filter and a window-mounted AC. Indoor air quality (IAQ) was monitored for week-long periods over three to four seasons. High concentrations of particulate matter (PM) and carbon dioxide were frequently seen. When IAQ was monitored, filters reduced PM levels in the child's bedroom by an average of 50%. Filter use varied greatly among households and declined over time, for example, during weeks when pollutants were monitored, filter use was initially high, averaging 84±27%, but dropped to 63±33% in subsequent seasons. In months when households were not visited, use averaged only 34±30%. Filter effectiveness did not vary in homes with central or room ACs. The study shows that measurements over multiple seasons are needed to characterize air quality and filter performance. The effectiveness of interventions using free-standing air filters depends on occupant behavior, and strategies to ensure filter use should be an integral part of interventions. PRACTICAL IMPLICATIONS: Environmental tobacco smoke (ETS) increased particulate matter (PM) levels by about 14 μg/m3 and was often detected using ETS-specific tracers despite restrictions on smoking in the house as reported on questionnaires administered to caregivers. PM concentrations depended on season, filter usage, relative humidity, air exchange ratios, number of children, outdoor PM levels, sweeping/dusting, and presence of a central air conditioner (AC). Free-standing air filters can be an effective intervention that provides substantial reductions in PM concentrations if the filters are used. However, filter use was variable across the study population and declined over the study duration, and thus strategies are needed to encourage and maintain use of filters. The variability in filter use suggests that exposure misclassification is a potential problem in intervention studies using filters. The installation of a room AC in the bedroom, intended to limit air exchange ratios, along with an air filter, did not lower PM levels more than the filter alone."
Health and productivity among U.S. workers.,Karen Davis|Sara R. Collins|Michelle M. Doty|Alice Ho|Alyssa L. Holmgren,2005,91,NOT Open Access,,
Arsenic Mitigation in Bangladesh: A Household Labor Market Approach,Richard T. Carson|Phoebe Koundouri|Céline Nauges,2010,66,NOT Open Access,https://doi.org/10.1093/ajae/aaq110,
Heat Stress and Helicopter Pilot Errors,Paul Froom|Yeheskial Caine|Igal Shochat|Joseph Ribak,1993,61,NOT Open Access,https://doi.org/10.1097/00043764-199307000-00016,
Performance of Mechanical Filters and Respirators for Capturing Nanoparticles ―Limitations and Future Direction,Reza Mostofi|Bei Wang|Fariborz Haghighat|Ali Bahloul|Jaime Lara,2010,59,Open Access,https://doi.org/10.2486/indhealth.48.296,"There is an increasing concern about the health hazard posed to workers exposed to inhalation of nanoparticles. Inhaling nanoparticles possess an occupational hazard due to elevated amount emitted to the atmosphere and working environment. Nanoparticles have potential toxic properties: the high particle surface area, number concentration, and surface reactivity. Inhalation, the most common route of nanoparticle exposure, has been shown to cause adverse effects on pulmonary functions and the deposited particles in the lung can be translocated to the blood system by passing through the pulmonary protection barriers. Filtration is the simplest and most common method of aerosol control. It is widely used in mechanical ventilation and respiratory protection. However, concerns have been raised regarding the effectiveness of the filters for capturing nanoparticles. This paper reviews the literature on the filtration performance of mechanical filters and respirators against nanoparticles. It includes the discussion about filtration mechanisms, theoretical models, affecting factors of the filtration efficiency, and testing protocols for respirator and filter certification."
Intermediate Air Filters for General Ventilation Applications: An Experimental Evaluation of Various Filtration Efficiency Expressions,Bingbing Shi|Lars Ekberg|Sarka Langer,2013,32,Open Access,https://doi.org/10.1080/02786826.2013.766667,"Neither the European standard nor the US standard for classification of intermediate class filters comprises testing of filter performance with respect to ultrafine particles (UFPs) or particles of the most penetrating size (MPPS). This could turn out to be a major lack in classification standards since UFPs have been pointed out as a serious health hazard. In this study, fractional efficiencies of eight new full-scale bag filters and twenty-three new filter medium samples were determined. The influence of air velocity and aerosol type was investigated, and correlations between efficiencies for UFPs (EFUFPs), MPPS-sized particles (EFMPPS) and 0.4 μm-sized particles (EF0.4μm) were established. The tested bag filters were challenged by four aerosol types: a neutralized atomized oil aerosol, the same oil aerosol but non-neutralized, a non-neutralized thermally generated oil smoke, and a “natural” indoor aerosol. The tests were carried out at different air velocities through the filter medium, ranging between 0.08 m/s and 0.22 m/s. The relationships that were observed between EFUFPs, EFMPPS, and EF0.4μm appeared to be linear within the observed filtration efficiency ranges. These relationships were similar regardless of the test aerosol type used, but somewhat different for glass fiber filters than for charged synthetic filters. Generally, EFMPPS was 10–20% lower than EF0.4μm. The influence of air velocity variations on the size resolved efficiency was determined. The glass fiber filters showed practically the same fractional efficiencies regardless of whether the test aerosol was neutralized or not. However, the charged synthetic filters showed substantially lower efficiencies when tested with the non-neutralized aerosol compared to the case when the aerosol was neutralized. Copyright 2013 American Association for Aerosol Research"
Using index numbers for deflation in environmental accounting,Nicholas Z. Muller,2013,29,NOT Open Access,https://doi.org/10.1017/s1355770x1300048x,
The Impact of Air Pollution on Cognitive Performance and Human Capital Formation,Victor Lavy|Avraham Ebenstein|Sefi Roth,2012,24,NOT Open Access,,
Composition of PM2.5 and PM10 Aerosols in the IMPROVE Network,Robert A. Eldred|Thomas A. Cahill|Robert G. Flocchini,1997,73,Open Access,https://doi.org/10.1080/10473289.1997.10464422,"PM2.5 and PM10 particulate concentrations measured at 42 sites in the Interagency Monitoring of Protected Visual Environments(IMPROVE) network at Class I visibility areas throughout the United States over the 1993 seasonal year showed well-defined regional patterns. The PM2.5 concentration had a large gradient from West to East, averaging 3 μg/m3 in most of the West compared to 13 μg/m3 in the Appalachian region. Coarse particle concentration (2.5-10 μm) exhibited a small gradient from North to South, but no gradient from West to East. No change in PM2.5 or PM10 was observed from 1988 to 1993 for sites with complete records. The elemental concentration (H, Na-Pb) was determined from all PM2.5 Teflon filters and from the PM10 filters from four sites: an eastern and western urban site (Washington, D.C. and South Lake Tahoe) and the nearest Class I site (Shenandoah and Bliss). Soil was the largest component of the coarse particle concentration. Sulfur accounted for 3% of the coarse particle concentration in the western pair, and 16-24% in the eastern pair. The urban sites had more organic, elemental carbon, and nitrate in the PM2.5 fraction than the associated Class I sites, and more soil and organics in the coarse particle fraction."
"Threshold Dependence of Mortality Effects for Fine and Coarse Particles in Phoenix, Arizona",Richard L. Smith|Dan J. Spitzner|Yun-Tae Kim|Montserrat Fuentes,2000,54,Open Access,https://doi.org/10.1080/10473289.2000.10464172,"Daily data for fine (< 2.5 microns) and coarse (2.5-10 microns) particles are available for 1995-1997 from the U.S. Environmental Protection Agency (EPA) research monitor in Phoenix, AZ. Mortality effects on the 65 and over population were studied for both the city of Phoenix and for a region of about 50 mi around Phoenix. Coarse particles in Phoenix are believed to be natural in origin and spatially homogeneous, whereas fine particles are primarily vehicular in origin and concentrated in the city itself. For this reason, it is natural to focus on city mortality data when considering fine particles, and on region mortality data when considering coarse particles, and most of the results reported here correspond to those assignments. After allowing for seasonality and long-term trend through a nonlinear (B-spline) trend curve, and also for meteorological effects based on temperature and specific humidity, a regression of mortality was performed on PM using several different measures for PM. Based on a linear PM effect, we found a statistically significant coefficient for coarse particles, but not for fine particles, contrary to what is widely believed about the effects of coarse and fine particles. An analysis of nonlinear pollution-mortality relationships, however, suggests that the true picture is more complicated than that. For coarse particles, the evidence for any nonlinear or threshold-based effect is slight. For fine particles, we found evidence of a threshold, most likely with values in the range of 20-25 micrograms/m3. We also found some evidence of interactions of the PM effects with season and year. The main effect here is an apparent seasonal interaction in the coarse PM effect. An attempt was made to explain this in terms of seasonal variation in the chemical composition of PM, but this led to another counterintuitive result: the PM effect is highest in spring and summer, when the anthropogenic concentration of coarse PM is lowest as determined by a principal components analysis. There was no evidence of confounding between the fine and coarse PM effects. Although these results are based on one city and should be considered tentative until replicated in other studies, they suggest that the prevailing focus on fine rather than coarse particles may be an oversimplification. The study also shows that consideration of nonlinear effects can lead to real changes of interpretation and raises the possibility of seasonal effects associated with the chemical composition of PM."
Assessing Sources of PM2.5in Cities Influenced by Regional Transport,Jeffrey R. Brook|Richard L. Poirot|Tom Dann|Patrick K. H. Lee|Carrie D. Lillyman|Thera Ip,2007,45,NOT Open Access,https://doi.org/10.1080/15287390600883000,
How many pears would a pear packer pack if a pear packer could pack pears at quasi-exogenously varying piece rates?,Tom Chang|Tal Gross,2013,38,NOT Open Access,https://doi.org/10.1016/j.jebo.2013.11.001,
"Productivity, Health and Inequality in the Intrahousehold Distribution of Food in Low-Income Countries","Mark M. Pitt|Mark R. Rosenzweig|Nazmul Hassan|Pitt, Mark M.|Rosenzweig, Mark R.|Hassan, Md. Nazmul",1989,512,Open Access,https://doi.org/10.22004/ag.econ.7480,"A model is formulated incorporating linkages among nutrition, labor-market productivity, health heterogeneity, and the intrahousehold distribution of food and work activities in a subsistence economy. Empirical results, based on a sample of households from Bangladesh, indicate that, despite considerable intrahousehold disparities in calorie consumption, households are averse to inequality. Furthermore, consistent with the model, the results also indicate that both the higher level and greater variance in the calories consumed by men relative to women reflect in part the greater participation by men in activities in which productivity is sensitive to health status. Copyright 1990 by American Economic Association."
The Impact of Short Term Exposure to Ambient Air Pollution on Cognitive Performance and Human Capital Formation,Victor Lavy|Avraham Ebenstein|Sefi Roth,2014,144,Open Access,https://doi.org/10.3386/w20648,"Cognitive performance is critical to productivity in many occupations and potentially linked to pollution exposure. We evaluate this potentially important relationship by estimating the effect of pollution exposure on standardized test scores among Israeli high school high-stakes tests (2000)(2001)(2002). Since students take multiple exams on multiple days in the same location after each grade, we can adopt a fixed effects strategy estimating models with city, school, and student fixed effects. We focus on fine particulate matter (PM 2.5 ) and carbon monoxide (CO), which are considered to be two of the most dangerous forms of air pollution. We find that while PM 2.5 and CO levels are only weakly correlated with each other, both exhibit a robust negative relationship with test scores. We also find that PM 2.5 , which is thought to be particularly damaging for asthmatics, has a larger negative impact on groups with higher rates of asthma. For CO, which affects neurological functioning, the effect is more homogenous across demographic groups. Furthermore, we find that exposure to either pollutant is associated with a significant decline in the probability of not receiving a Bagrut certificate, which is required for college entrance in Israel. The results suggest that the gain from improving air quality may be underestimated by a narrow focus on health impacts. Insofar as air pollution may lead to reduced cognitive performance, the consequences of pollution may be relevant for a variety of everyday activities that require mental acuity. Moreover, by temporarily lowering the productivity of human capital, high pollution levels lead to allocative inefficiency as students with lower human capital are assigned a higher rank than their more qualified peers. This may lead to inefficient allocation of workers across occupations, and possibly a less productive workforce."
Air Pollution and Lost Work,Jerry A. Hausman|Bart Ostro|David A. Wise,1984,70,Open Access,https://doi.org/10.3386/w1263,"A Poisson specification of the relationship between atmospheric pollution and lost work days is estimated. An important feature of the procedure is control for city-specific effects. A major source of ambiguity in interpreting the results of observational data on pollution versus health status or death rates is that pollution in a city may be correlated with other characteristics of that city that affect these outcomes but are not controlled for in the analysis. Or, individual attributes of residents may be correlated with pollution levels but not accounted for in the analysis. Our results suggest a statistically significant and quantitatively important effect of total suspended particulates on work days lost. A standard deviation increase in total suspended particulates is associated with approximately a ten percent increase in work days lost. As a concomitant of our analysis, we also find a substantial relationship between smoking by others in the individual's household and work days lost by non-smokers."
Do Housing Prices Reflect Environmental Health Risks? Evidence from More than 1600 Toxic Plant Openings and Closings,Janet Currie|Lucas W. Davis|Michael Greenstone|Reed Walker,2013,35,Open Access,https://doi.org/10.2139/ssrn.2244514,
The Impact of Short Term Exposure to Ambient Air Pollution on Cognitive Performance and Human Capital Formation,Avraham Ebenstein|Victor Lavy|Sefi Roth,2014,31,NOT Open Access,,
"Redistribution, Delegation, and Regulators’ Incentives: Evidence from the Clean Air Act",Antonio M. Bento|Matthew Freedman|Corey Lang,2013,25,Open Access,https://doi.org/10.2139/ssrn.2219523,
Incentive Effect of Piece-Rate Contracts: Evidence from Two Small Field Experiments,Lan Shi,,24,NOT Open Access,https://doi.org/10.2202/1935-1682.2539,
Defensive Investments and the Demand for Air Quality: Evidence from the Nox Budget Program and Ozone Reductions,Olivier Deschênes|Michael Greenstone|Joseph Shapiro,2013,19,Open Access,https://doi.org/10.2139/ssrn.2318738,
