Title,Author,Year,Citation count,Open access,Abstract,DOI
Long-term effects of PM2·5 on neurological disorders in the American Medicare population: a longitudinal cohort study,Liuhua Shi|Xiao Wu|Mahdieh Danesh Yazdi|Danielle Braun|Yara Abu Awad|Yaguang Wei|Pengfei Liu|Qian Di|Yun Wang|Joel Schwartz|Francesca Dominici|Marianthi‐Anna Kioumourtzoglou|Antonella Zanobetti,2020,319,Open Access,"Background Accumulating evidence links fine particulate matter (PM 2·5 ) to premature mortality, cardiovascular disease, and respiratory disease. However, less is known about the influence of PM 2·5 on neurological disorders. We aimed to investigate the effect of long-term PM 2·5 exposure on development of Parkinson's disease or Alzheimer's disease and related dementias. Methods We did a longitudinal cohort study in which we constructed a population-based nationwide open cohort including all fee-for-service Medicare beneficiaries (aged ≥65 years) in the contiguous United States (2000–16) with no exclusions. We assigned PM 2·5 postal code (ie, ZIP code) concentrations based on mean annual predictions from a high-resolution model. To accommodate our very large dataset, we applied Cox-equivalent Poisson models with parallel computing to estimate hazard ratios (HRs) for first hospital admission for Parkinson's disease or Alzheimer's disease and related dementias, adjusting for potential confounders in the health models. Findings Between Jan 1, 2000, and Dec 31, 2016, of 63 038 019 individuals who were aged 65 years or older during the study period, we identified 1·0 million cases of Parkinson's disease and 3·4 million cases of Alzheimer's disease and related dementias based on primary and secondary diagnosis billing codes. For each 5 μg/m 3 increase in annual PM 2·5 concentrations, the HR was 1·13 (95% CI 1·12–1·14) for first hospital admission for Parkinson's disease and 1·13 (1·12–1·14) for first hospital admission for Alzheimer's disease and related dementias. For both outcomes, there was strong evidence of linearity at PM 2·5 concentrations less than 16 μg/m 3 (95th percentile of the PM 2·5 distribution), followed by a plateaued association with increasingly larger confidence bands. Interpretation We provide evidence that exposure to annual mean PM 2·5 in the USA is significantly associated with an increased hazard of first hospital admission with Parkinson's disease and Alzheimer's disease and related dementias. For the ageing American population, improving air quality to reduce PM 2·5 concentrations to less than current national standards could yield substantial health benefits by reducing the burden of neurological disorders. Funding The Health Effects Institute, The National Institute of Environmental Health Sciences, The National Institute on Aging, and the HERCULES Center.",https://doi.org/10.1016/s2542-5196(20)30227-8
"The Changing Global Geography of Low-Technology, Labor-Intensive Industry: Clothing, Footwear, and Furniture",Allen J. Scott,2006,250,NOT Open Access,,https://doi.org/10.1016/j.worlddev.2006.01.003
"Economic status, air quality, and child health: Evidence from inversion episodes",Jenny Jans|Per Johansson|J. Peter Nilsson,2018,183,NOT Open Access,,https://doi.org/10.1016/j.jhealeco.2018.08.002
COVID-19: how much unemployment was caused by the shutdown in Germany?,Anja Bauer|Enzo Weber,2020,153,Open Access,"This paper evaluates the short-term labour market impact of the COVID-19 containment measures in Germany. By assessing the treatment effect on unemployment via difference-in-difference estimation, we find that 60% of the considerably increased inflows from employment into unemployment in April 2020 were due to the shutdown measures. Disentangling further, we find that the hiring margin accounted for additional 82% of the unemployment effect coming from the separations margin. In sum, the shutdown measures increased unemployment in the short run by 117,000 persons.",https://doi.org/10.1080/13504851.2020.1789544
"Digital green value co-creation behavior, digital green network embedding and digital green innovation performance: moderating effects of digital green network fragmentation",Shi Yin|Yudan Zhao,2024,138,Open Access,"Abstract In the era of digital economy, digital green value co-creation behavior (DGVCB) has replaced the previous value creation. DGVCB has become a tool for business ecosystems to gain sustainable ecological advantages in today’s increasingly complex market. At present, there are few researches on the influence of DGVCB and digital green network embedding(DGNE) on digital green innovation performance(DGIP). This paper faces the institutional logic of DGVCB, analyzes the mechanism of DGNE and digital green network fragmentation (DGNF) in the context of business ecosystem competition, and then constructs the causal relationship between DGVCB and DGIP. Based on 326 valid questionnaires and sample data, this paper empirically studies the effects of digital green value co-creation and DGNE on DGIP by using regression analysis method, and verifies and discusses the proposed theoretical hypotheses. The results show that DGVCB and DGNE have significant positive effects on the improvement of DGIP. DGNE plays an intermediary role between DGVCB and DGIP. DGNF plays a positive moderating role between DGVCB and DGIP. This study provides theoretical guidance for the governance of business ecosystem and the formulation of cooperation strategies for enterprises.",https://doi.org/10.1057/s41599-024-02691-5
Preliminary lessons from COVID-19 disruptions of small-scale fishery supply chains,Hannah R. Bassett|Jacqueline Lau|Christopher Giordano|Sharon Suri|Sahir Advani|Sonia Sharan,2021,132,Open Access,"The ongoing COVID-19 pandemic and associated mitigation measures have disrupted global systems that support the health, food and nutrition security, and livelihoods of billions of people. These disruptions have likewise affected the small-scale fishery (SSF) sector, disrupting SSF supply chains and exposing weaknesses in the global seafood distribution system. To inform future development of adaptive capacity and resilience in the sector, it is important to understand how supply chain actors are responding in the face of a macroeconomic shock. Comparing across seven SSF case studies in four countries, we explore how actors are responding to COVID-19 disruptions, identify constraints to adaptive responses, and describe patterns of disruption and response across cases. In all cases examined, actors shifted focus to local and regional distribution channels and particularly drew on flexibility, organization, and learning to re-purpose pre-existing networks and use technology to their advantage. Key constraints to reaching domestic consumers included domestic restrictions on movement and labor, reduced spending power amongst domestic consumers, and lack of existing distribution channels. In addition, the lack of recognition of SSFs as essential food-producers and inequities in access to technology hampered efforts to continue local seafood supply. We suggest that the initial impacts from COVID-19 highlight the risks in of over-reliance on global trade networks. The SSFs that were able to change strategies most successfully had local organizations and connections in place that they leveraged in innovative ways. As such, supporting local and domestic networks and flexible organizations within the supply chain may help build resilience in the face of future macroeconomic shocks. Importantly, bolstering financial wellbeing and security within the domestic market both before and during such large-scale disruptions is crucial for supporting ongoing supply chain operations and continued food provision during macroeconomic crises.",https://doi.org/10.1016/j.worlddev.2021.105473
The SOE Premium and Government Support in China's Credit Market,Zhe Geng|Jun Pan,2024,128,NOT Open Access,,https://doi.org/10.1111/jofi.13380
An agent-based evolutionary system model of the transformation from building material industry (BMI) to green intelligent BMI under supply chain management,Shi Yin|Yudan Zhao,2024,103,Open Access,"Abstract The building materials industry ranks first in terms of carbon emissions and energy consumption within the industrial sector. To achieve the goal of reducing carbon emissions, the development of the green intelligent building materials (GIBMs) industry has become a strategic priority and major demand for the country. Government support plays a vital role in promoting the growth of the GIBMs industry. This paper utilizes evolutionary game theory and Matlab software to analyze the impact of government regulations on the development of the GIBMs industry. The research findings indicate the following. i) Appropriate government control over building materials enterprises is beneficial for the advancement of the GIBMs industry. A balance is necessary, as both excessive control and weak control hinder the industry’s development. ii) Increased financial assistance from the government to enterprises producing GIBMs has a positive influence. This support enables building materials enterprises to overcome technical barriers, drive technological innovation, and encourage construction developers to actively purchase these materials. iii) Stronger government punishment for pollutant emissions by building materials enterprises serves as a catalyst for the production of GIBMs. Stricter penalties motivate these enterprises to adopt more environmentally friendly practices. iv) Moderate to strong government investment in infrastructure has a significant impact. It prompts construction developers to actively choose and purchase GIBMs. In response to government regulations and market demand, building materials enterprises are inclined to produce these environmentally friendly materials. This study emphasizes the importance of government regulations and support in promoting the growth of the GIBMs industry. By implementing appropriate control measures, providing financial assistance, imposing punishments for pollution, and investing in infrastructure, the government can effectively encourage the development of the GIBMs industry. These measures contribute to achieving the double carbon goals and fostering a more sustainable built environment.",https://doi.org/10.1057/s41599-024-02988-5
Particulate Matter-Induced Emerging Health Effects Associated with Oxidative Stress and Inflammation,Eun Yeong Lim|Gun-Dong Kim,2024,97,Open Access,"Environmental pollution continues to increase with industrial development and has become a threat to human health. Atmospheric particulate matter (PM) was designated as a Group 1 carcinogen by the International Agency for Research on Cancer in 2013 and is an emerging global environmental risk factor that is a major cause of death related to cardiovascular and respiratory diseases. PM is a complex composed of highly reactive organic matter, chemicals, and metal components, which mainly cause excessive production of reactive oxygen species (ROS) that can lead to DNA and cell damage, endoplasmic reticulum stress, inflammatory responses, atherosclerosis, and airway remodeling, contributing to an increased susceptibility to and the exacerbation of various diseases and infections. PM has various effects on human health depending on the particle size, physical and chemical characteristics, source, and exposure period. PM smaller than 5 μm can penetrate and accumulate in the alveoli and circulatory system, causing harmful effects on the respiratory system, cardiovascular system, skin, and brain. In this review, we describe the relationship and mechanism of ROS-mediated cell damage, oxidative stress, and inflammatory responses caused by PM and the health effects on major organs, as well as comprehensively discuss the harmfulness of PM.",https://doi.org/10.3390/antiox13101256
Is PM1 similar to PM2.5? A new insight into the association of PM1 and PM2.5 with children’s lung function,Mo Yang|Yuming Guo|Michael S. Bloom|Shyamali C. Dharmagee|Lídia Morawska|Joachim Heinrich|Bin Jalaludin|Iana Markevychd|Luke D Knibbsf|Shao Lin|Steve Hung Lan|Pasi Jalava|Mika Komppula|Marjut Roponen|Maija‐Riitta Hirvonen|Qi-Hua Guan|Zi-Mian Liang|Hongyao Yu|Li‐Wen Hu|Bo‐Yi Yang|Xiao‐Wen Zeng|Guang‐Hui Dong,2020,87,Open Access,"Experimental data suggests that PM1 is more toxic than PM2.5 although the epidemiologic evidence suggests that the health associations are similar. However, few objective exposure data are available to compare the associations of PM1 and PM2.5 with children lung function. Our objectives are a) to evaluate associations between long-term exposure to PM1, PM2.5 and children’s lung function, and b) to compare the associations between PM1 and PM2.5. From 2012 to 2013, we enrolled 6,740 children (7–14 years), randomly recruited from primary and middle schools located in seven cities in northeast China. We measured lung function including forced vital capacity (FVC), forced expiratory volume in 1 s (FEV1), peak expiratory flow (PEF), and maximal mid-expiratory flow (MMEF) utilizing two portable electronic spirometers. We dichotomized continuous lung function measures according the expected values for gender and age. The spatial resolution at which PM1 and PM2.5 estimated were estimated using a machine learning method and the temporal average concentrations were averaged from 2009 to 2012. A multilevel regression model was used to estimate the associations of PM1, PM2.5 exposure and lung function measures, adjusted for confounding factors. Associations with lower lung function were consistently larger for PM1 than for PM2.5. Adjusted odds ratios (OR) per interquartile range greater PM1 ranged from 1.53 for MMEF (95% confidence interval [CI]: 1.20–1.96) to 2.14 for FEV1 (95% CI: 1.66–2.76) and ORs for PM2.5 ranged from 1.36 for MMEF (95%CI: 1.12–1.66) to 1.82 for FEV1 (95%CI: 1.49–2.22), respectively. PM1 and PM2.5 had significant associations with FVC and FEV1 in primary school children, and on PEF and MMEF in middle school children. Long-term PM1 and PM2.5 exposure can lead to decreased lung function in children, and the associations of PM1 are stronger than PM2.5. Therefore, PM1 may be more hazardous to children’s respiratory health than PM2.5 exposure.",https://doi.org/10.1016/j.envint.2020.106092
Air pollution lowers high skill public sector worker productivity in China,Matthew E. Kahn|Pei Li,2020,84,Open Access,"Abstract China’s urbanites continue to be exposed to high levels of air pollution. Such pollution exposure raises mortality risk, lowers the day-to-day sentiment of the population and lowers outdoor worker productivity. Using a unique set of data for Chinese judges, we document that local air pollution also lowers the productivity of high skilled government officials who work indoors. Our new evidence on the effects of air pollution highlights both the challenge that pollution poses for quality of life and workforce productivity and indicates that the Chinese urban elites gain co-benefits when their cities burn less fossil fuel.",https://doi.org/10.1088/1748-9326/ab8b8c
The Effect of Digital Green Strategic Orientation On Digital Green Innovation Performance: From the Perspective of Digital Green Business Model Innovation,Shi Yin|Yuanyuan Yu|Nan Zhang,2024,69,Open Access,"Digital technology is gradually penetrating into all kinds of business of green innovation and green development. However, China’s industrial Internet technology foundation is weak. Scholars’ researches on the impact of digital green strategic orientation (DGSO) on digital green innovation performance (DGIP) and the intermediary role of digital green business model innovation (DGBMI) is relatively backward. Therefore, it is particularly important to divide the dimensions of DGSO from the perspective of DGBMI to describe the mechanism of DGIP. In this study, multiple regression approach was used to test the effect of DGSO on DGIP. The mediating role of DGBMI was explored through 562 questionnaires. In addition, the study divides the DGSO into three dimensions: green market orientation (GMO), digital green technology orientation (DGTO), and government orientation. DGBMI is divided into two dimensions: efficiency type and integration type. The results are as follows. (1) GMO, DGTO and government orientation all have positive effects on the improvement of DGIP. (2) GMO has a greater impact on integration DGBMI (IDGBMI). The influence of DGTO on efficient DGBMI (EDGBMI) is more significant. (3) Government orientation has a positive impact on EDGBMI. The influence of DGSO on DGIP can be realized through the intermediary role of EDGBMI and IDGBMI. The essence of this research is to help enterprises understand the characteristics of internal and external environment and make digital-green strategy-oriented choices to improve their DGIP. This study has a certain theoretical contribution to elucidating the influence of DGSO on DGIP and the mediating role of DGBMI. This study also provides a practical basis for enterprises’ digital green innovation practice based on their own environmental optimization and matching of DGSO to improve competitiveness.",https://doi.org/10.1177/21582440241261130
Long-term exposure to particulate matter on cardiovascular and respiratory diseases in low- and middle-income countries: A systematic review and meta-analysis,Juanmei Guo|Guorong Chai|Xuping Song|Hui Xu|Zhihong Li|Xiaowen Feng|Kehu Yang,2023,62,Open Access,"Background Long-term exposure to particulate matter (PM) has essential and profound effects on human health, but most current studies focus on high-income countries. Evidence of the correlations between PM and health effects in low- and middle-income countries (LMICs), especially the risk factor PM1 (particles < 1 μm in size), remains unclear. Objective To explore the effects of long-term exposure to particulate matter on the morbidity and mortality of cardiovascular and respiratory diseases in LMICs. Methods A systematic search was conducted in the PubMed, Web of Science, and Embase databases from inception to May 1, 2022. Cohort studies and case-control studies that examine the effects of PM1, PM2.5, and PM10 on the morbidity and mortality of cardiovascular and respiratory diseases in LMICs were included. Two reviewers independently selected the studies, extracted the data, and assessed the risk of bias. Outcomes were analyzed via a random effects model and are reported as the relative risk (RR) with 95% CI. Results Of the 1,978 studies that were identified, 38 met all the eligibility criteria. The studies indicated that long-term exposure to PM2.5, PM10, and PM1 was associated with cardiovascular and respiratory diseases: (1) Long-term exposure to PM2.5 was associated with an increased risk of cardiovascular morbidity (RR per 1.11 μg/m3, 95% CI: 1.05, 1.17) and mortality (RR per 1.10 μg/m3, 95% CI: 1.06, 1.14) and was significantly associated with respiratory mortality (RR 1.31, 95% CI: 1.25, 1.38) and morbidity (RR 1.08, 95% CI: 1.02, 1.04); (2) An increased risk of respiratory mortality was observed in the elderly (65+ years) (RR 1.21, 95% CI: 1.00, 1.47) with long-term exposure to PM2.5; (3) Long-term exposure to PM10 was associated with cardiovascular morbidity (RR 1.07, 95% CI 1.01, 1.13), respiratory morbidity (RR 1.43, 95% CI: 1.21, 1.69) and respiratory mortality (RR 1.28, 95% CI 1.10, 1.49); (4) A significant association between long-term exposure to PM1 and cardiovascular disease was also observed. Conclusions Long-term exposure to PM2.5, PM10 and PM1 was all related to cardiovascular and respiratory disease events. PM2.5 had a greater effect than PM10, especially on respiratory diseases, and the risk of respiratory mortality was significantly higher for LMICs than high-income countries. More studies are needed to confirm the effect of PM1 on cardiovascular and respiratory diseases.",https://doi.org/10.3389/fpubh.2023.1134341
Exploring drivers of behavioral willingness to use clean energy to reduce environmental emissions in rural China: An extension of the UTAUT2 model,Shi Yin|Yiran Wang|Yijie Liu|Shuo Wang,2024,62,NOT Open Access,,https://doi.org/10.1063/5.0211668
Impact of air pollution on labor productivity: Evidence from prison factory data,Shuai Chen|Dandan Zhang,2021,44,Open Access,"This study examined the causal relationship between air pollution and labor productivity, by adopting prison factory data for a perfect measure of labor productivity. To address the endogeneity of air pollution, an instrumental variable strategy was used. The results showed that a 10-unit increase in air pollution index led to a significant decrease in labor productivity by 4%. A nonlinear relationship between air pollution and labor productivity was also suggested, which implied that the extreme air pollution reduced labor productivity heavily. This study emphasized the negative externality of air pollution on labor productivity.",https://doi.org/10.1016/j.ceqi.2021.04.004
Causal effects of air pollution on mental health among Adults——An exploration of susceptible populations and the role of physical activity based on a longitudinal nationwide cohort in China,Ke Ju|Liyong Lu|Wen Wang|Ting Chen|Chenyu Yang|En Zhang|Zongyou Xu|Shanshan Li|Jiangning Song|Jay Pan|Yuming Guo,2022,36,NOT Open Access,,https://doi.org/10.1016/j.envres.2022.114761
State-Owned Enterprises as Institutional Actors: A Hybrid Historical Institutionalist and Institutional Work Framework,Olivier Butzbach|Douglas B. Fuller|Gerhard Schnyder|Liudmyla Svystunova,2021,31,Open Access,"ABSTRACT Although state-owned enterprises (SOEs) are recognized as important economic actors, the literature to date has assumed close state control over SOEs and, therefore, their passive stance towards institutions. Drawing on the institutional work and historical institutionalism literatures, we challenge this view. We develop a multilevel framework of SOE top management teams’ (TMTs’) embedded agency, spanning the national macro-institutional level, the meso-level of regimes of state-SOE relations, and sector-specific institutions. We then derive propositions regarding the factors across these multiple levels that shape SOE TMTs’ motivation, resources, and scope for institutional work. This framework allows us to explain the leeway for and likelihood of SOE TMTs’ engagement in institutional work across institutional contexts.",https://doi.org/10.1017/mor.2021.25
"Spatial Analysis of Air Pollutants in an Industrial City Using GIS-Based Techniques: A Case Study of Pavlodar, Kazakhstan",Ruslan Sаfarov|Zhanat Shomanova|Yuriy Nossenko|Eldar Kopishev|Zhuldyz Bexeitova|Ruslan Kamatov,2024,18,Open Access,"The given research employs high-resolution air quality monitoring and contemporary statistical methods to address gaps in understanding the urban air pollution in Pavlodar, a city with a significant industrial presence and promising touristic potential. Using mobile air quality sensors for detailed spatial data collection, the research aims to quantify concentrations of particulate matter (PM2.5, PM10), carbon monoxide (CO), nitrogen dioxide (NO2), sulfur dioxide (SO2), and ground-level ozone (O3); assess their distribution; and identify key influencing factors. In this study, we employed Geographic Information Systems (GISs) for spatial analysis, integrating multi-level B-spline interpolation to model spatial variability. Correlation analysis and structural equation modeling were utilized to explore the relationships between variables, while regression analysis was conducted to quantify these relationships. These techniques were crucial for accurately mapping and interpreting spatial patterns and their underlying factors. The study identifies PM2.5 and NO2 as the primary contributors to air pollution in Pavlodar, with NO2 exceeding the 24 h threshold in 87.38% of locations and PM2.5 showing the highest individual air quality index (AQI) in 75.7% of cases. Correlation analysis reveals a positive association between PM2.5 and AQI and a negative correlation between NO2 and AQI, likely due to the dominant influence of PM2.5 in AQI calculations. Structural equation modeling (SEM) further underscores PM2.5 as the most significant impactor on AQI, while NO2 shows no significant direct impact. Humidity is positively correlated with AQI, though this relationship is context-specific to seasonal patterns observed in May. The sectoral analysis of landscape indices reveals weak correlations between the green space ratio (GSR) and air quality, indicating that while vegetation reduces pollutants, its impact is minimal due to urban planting density. The road ratio (RR) lacks sufficient statistical evidence to draw conclusions about its effect on air quality, possibly due to the methodology used. Spatial variability in pollutant concentrations is evident, with increasing PM2.5, PM10, and AQI towards the east-northeast, likely influenced by industrial activities and prevailing wind patterns. In contrast, NO2 pollution does not show a clear geographic pattern, indicating vehicular emissions as its primary source. Spatial interpolation highlights pollution hotspots near industrial zones, posing health risks to vulnerable populations. While the city’s overall AQI is considered “moderate”, the study highlights the necessity of implementing measures to improve air quality in Pavlodar. This will not only enhance the city’s attractiveness to tourists but also support its sustainable development as an industrial center.",https://doi.org/10.3390/su16177834
"The state advances, the private sector retreats? Firm effects of China’s great stimulus programme",Anders C. Johansson|Xunan Feng,2015,48,NOT Open Access,,https://doi.org/10.1093/cje/bev075
A study on the dynamic spatial spillover effect of urban form on PM2.5 concentration at county scale in China,Xianglai Mao|Lunche Wang|Xiong Pan|Ming Zhang|Xiaojun Wu|Wei Zhang,2022,45,NOT Open Access,,https://doi.org/10.1016/j.atmosres.2022.106046
The Context-Dependent Effect of Urban Form on Air Pollution: A Panel Data Analysis,Ze Liang|Feili Wei|Yueyao Wang|Jiao Huang|Hong Jiang|Fuyue Sun|Shuangcheng Li,2020,31,Open Access,"There have been debates and a lack of understanding about the complex effects of urban-scale urban form on air pollution. Based on the remotely sensed data of 150 cities in the Beijing-Tianjin-Hebei agglomeration in China from 2000 to 2015, we studied the effects of urban form on fine particulate matter (PM2.5) and nitrogen dioxide (NO2) concentrations from multiple perspectives. The panel models show that the elastic coefficients of aggregation index and fractal dimension are the highest among all factors for the whole region. Population density, aggregation index, and fractal dimension have stronger influences on air pollution in small cities, while area size demonstrates the opposite effect. Population density has a stronger impact on medium/high-elevation cities, while night light intensity (NLI), fractal dimension, and area size show the opposite effect. Low road network density can enlarge the influence magnitude of NLI and population density. The results of the linear regression model with multiplicative interactions provide evidence of interactions between population density and NLI or aggregation index. The slope of the line that captures the relationship between NLI on PM2.5 is positive at low levels of population density, flat at medium levels of population density, and negative at high levels of population density. The study results also show that when increasing the population density, the air pollution in a city with low economic and low morphological aggregation degrees will be impacted more greatly.",https://doi.org/10.3390/rs12111793
Are There Heterogeneous Impacts of Air Pollution on Mental Health?,Qingqing Hu|Yanhong Feng|Mark Xu,2021,26,Open Access,"Many studies reveal that air pollution is related to mental health. However, the level of impact and the regulatory mechanism of air pollution on different types of mental health are unknown. This paper examines the heterogeneous impact and mediating mechanisms of air pollution on mental health based on data of 51 countries from 2010 to 2017 by using panel Tobit random effect model, mediating effect model, and bootstrap test. The findings show that, firstly, there is heterogeneous impact of air pollution on different types of mental health. Specifically, air pollution has a significant positive impact on depression; and the impacts on happiness and anxiety are closely related to income level. Secondly, the heterogeneous impact of air pollution on mental health is contingent on income levels. Thirdly, the heterogeneous impacts under different income levels are exacerbated by different levels of education and population density. Lastly, the mediating effect of physical health on different types of mental health is also heterogeneous. To be specific, the effects of air pollution on depression and anxiety are partly mediated by physical health; whereas the effect on happiness is not. These findings contribute to the understanding of air pollution on public health, and have significant implication for social and public health policy makers.",https://doi.org/10.3389/fpubh.2021.780022
The Impact of Haze Pollution on Firm-Level TFP in China: Test of a Mediation Model of Labor Productivity,Bin Li|Shuai Shi|Yating Zeng,2020,21,Open Access,"The core issue for China’s economy to shift from high-speed growth to high-quality development is to raise total factor productivity (TFP). Based on the data of A-share listed companies from 2013 to 2017 and the air quality monitoring data released by the China National Environmental Monitoring Centre, this paper conducts an empirical test on the relationship between haze pollution, labor productivity, and firm-level TFP by using the mediation effect test model. The results show the following: First, haze pollution will reduce a firm’s TFP. Second, labor productivity plays a partial intermediary role between haze pollution and a firm’s TFP. Haze pollution will not only have a direct negative impact on a firm-level TFP but also reduce a firm-level TFP by reducing labor productivity. Subsequently, the robustness test was carried out by means of a substitution of independent variables and dependent variables, and the results all supported the hypotheses in this paper. In addition, the heterogeneity of the industry and the ownership of listed companies was analyzed, and the two-stage least squares (2SLS) method was used to solve the endogeneity problem. The conclusions of this paper are helpful to clarify the relationship between haze pollution, firm factor productivity, and firm-level TFP. The paper’s findings also provide a practical basis for firms to further improve TFP from the perspective of air pollution problems such as haze.",https://doi.org/10.3390/su12208446
Potential contributions of digital finance to alleviating the ‘low-end lock-in’ dilemma for green innovation in enterprises,Xinxin Yu,2024,20,Open Access,"Abstract As climate change risks intensify worldwide, green technological innovation by enterprises has become a crucial factor affecting the balance between economic development and ecological governance. This paper utilizes data from Chinese A-share listed companies in heavily polluting industries from 2011 to 2021 to investigate the impact and mechanism of the knowledge spillover effect of enterprise digital finance development on the phenomenon of ‘low-end lock-in’ in green innovation. The study finds that digital finance development significantly promotes green innovation in enterprises, with a more pronounced enhancement in high-end green innovation output, thereby mitigating the phenomenon of ‘low-end lock-in’ in green innovation. Mechanism analysis reveals that the development of digital finance in enterprises facilitates high-end green innovation by alleviating financing constraints and enhancing internal control levels through internal and external governance structures. Heterogeneity tests indicate that the promotion effect of digital finance development on high-end green innovation is more pronounced in samples of state-owned enterprises, large and medium-sized enterprises, and enterprises in central and eastern regions. This paper constructs an index of digital finance development for enterprises through text analysis, providing theoretical support for micro-enterprise research on digital finance development and empirical support for the impact of financial development trends on theories of enterprise green innovation.",https://doi.org/10.1088/2515-7620/ad4261
Introduction: Revisiting the Role of State-Owned Enterprises in Strategic Sectors,Maria Vagliasindi|Tito Cordella|Judith Clifton,2022,16,NOT Open Access,,https://doi.org/10.1080/17487870.2022.2080409
