Title,Author,Year,Citation count,Open access,DOI,Abstract
TRIAL OF NORMOBARIC AND HYPERBARIC OXYGEN FOR ACUTE CARBON MONOXIDE INTOXICATION,Jean‐Claude Raphaël|D Elkharrat|M.C. Jars-Guincestre|Claude Chastang|Jean-Baptiste Vercken|Valérie Chasles|Philippe Gajdos,1989,317,NOT Open Access,https://doi.org/10.1016/s0140-6736(89)90592-8,
Long-Term Ambient Ozone Concentration and the Incidence of Asthma in Nonsmoking Adults: The Ahsmog Study,William F. McDonnell|David E. Abbey|Naomi Nishino|Michael D. Lebowitz,1999,255,NOT Open Access,https://doi.org/10.1006/enrs.1998.3894,
"Air Quality and Error Quantity: Pollution and Performance in a High-Skilled, Quality-Focused Occupation",James Archsmith|Anthony Heyes|Soodeh Saberian,2018,227,Open Access,https://doi.org/10.1086/698728,"We provide the first evidence that short-term exposure to air pollution affects the work performance of a group of highly skilled, quality-focused employees. We repeatedly observe the decision making of individual professional baseball umpires, quasi-randomly assigned to varying air quality across time and space. Unique characteristics of this setting combined with high-frequency data disentangle effects of multiple pollutants and identify previously underexplored acute effects. We find that a 1 ppm increase in 3-hour CO causes an 11.5% increase in the propensity of umpires to make incorrect calls and a 10 μg/m3 increase in 12-hour PM2.5 causes a 2.6% increase. We control carefully for a variety of potential confounders, and results are supported by robustness and falsification checks. Our estimates imply that a 3% reduction in productive output is associated with a change in CO concentrations equivalent to moving from the 25th to the 95th percentile of the CO distribution in many of the largest US cities."
Human exposure to ozone in school and office indoor environments,Heidi Salonen|Tunga Salthammer|Lídia Morawska,2018,217,Open Access,https://doi.org/10.1016/j.envint.2018.07.012,"BACKGROUND: Although it is recognized that ozone causes acute and chronic health effects and that even trace amounts of ozone are potentially deleterious to human health, information about global and local exposures to ozone in different indoor environments is limited. To synthesize the existing knowledge, this review analyzes the magnitude of and the trends in global and local exposure to ozone in schools and offices and the factors controlling the exposures. METHODS: In conducting the literature review, Web of Science, SCOPUS, Google Scholar, and PubMed were searched using 38 search terms and their combinations to identify manuscripts, reports, and directives published between 1973 and 2018. The search was then extended to the reference lists of relevant articles. RESULTS: for school and office environments, respectively, indicating situations where the WHO values are exceeded. Outdoor ozone penetrating into the indoor environment is the main source of indoor ozone, with median I/O ratios of 0.21 and 0.29 in school and office environments, respectively. The absence of major indoor ozone sources and ozone sinks, including gas-phase reactions and deposition, are the reasons for lower indoor than outdoor ozone concentrations. However, there are indoor sources of ozone that are of significance in certain indoor environments, including printers, photocopiers, and many other devices and appliances designed for indoor use (e.g., air cleaners), that release ozone either intentionally or unintentionally. Due to significantly elevated outdoor ozone concentrations during summer, summer indoor concentrations are typically elevated. In addition, the age of a building and various housing aspects (carpeting, air conditioning, window fans, and window openings) have been significantly associated with indoor ozone levels. CONCLUSIONS: The existing means for reducing ozone and ozone reaction products in school and office settings are as follows: 1) reduce penetration of outdoor ozone indoors by filtering ozone from the supply air; 2) limit the use of printers, photocopiers, and other devices and appliances that emit ozone indoors; 3) limit gas-phase reactions by limiting the use of materials and products (e.g. cleaning chemicals) the emissions of which react with ozone."
Ambient carbon monoxide and cardiovascular mortality: a nationwide time-series analysis in 272 cities in China,Cong Liu|Peng Yin|Renjie Chen|Xia Meng|Lijun Wang|Yue Niu|Zhijing Lin|Yunning Liu|Jiangmei Liu|Jinlei Qi|Jinling You|Haidong Kan|Maigeng Zhou,2018,212,Open Access,https://doi.org/10.1016/s2542-5196(17)30181-x,"BACKGROUND: Evidence of the acute health effects of ambient carbon monoxide air pollution in developing countries is scarce and mixed. We aimed to evaluate short-term associations between carbon monoxide and daily cardiovascular disease mortality in China. METHODS: We did a nationwide time-series analysis in 272 major cities in China from January, 2013, to December, 2015. We extracted daily cardiovascular disease mortality data from China's Disease Surveillance Points system. Data on daily carbon monoxide concentrations for each city were obtained from the National Urban Air Quality Real-time Publishing Platform. City-specific associations between carbon monoxide concentrations and daily mortality from cardiovascular disease, coronary heart disease, and stroke were estimated with over-dispersed generalised linear models. Bayesian hierarchical models were used to obtain national and regional average associations. Exposure-response association curves and potential effect modifiers were evaluated. Two-pollutant models were fit to evaluate the robustness of the effects of carbon monoxide on cardiovascular mortality. FINDINGS: increase in average carbon monoxide concentrations on the present day and previous day (lag 0-1), we observed significant increments in mortality of 1·12% (95% posterior interval [PI] 0·42-1·83) from cardiovascular disease, 1·75% (0·85-2·66) from coronary heart disease, and 0·88% (0·07-1·69) from stroke. These associations did not vary substantially by city, region, and demographic characteristics (age, sex, and level of education), and the associations for cardiovascular disease and coronary heart disease were robust to the adjustment of criteria co-pollutants. We did not find a threshold below which carbon monoxide exposure had no effect on cardiovascular disease mortality. INTERPRETATION: This analysis is, to our knowledge, the largest study done in a developing country, and provides robust evidence of the association between short-term exposure to ambient carbon monoxide and increased cardiovascular disease mortality, especially coronary heart disease mortality. FUNDING: Public Welfare Research Program."
Air pollution and children's respiratory health: A cohort analysis,Timothy K.M. Beatty|Jay P. Shimshack,2013,183,NOT Open Access,https://doi.org/10.1016/j.jeem.2013.10.002,
National Clean Air Programme (NCAP) for Indian cities: Review and outlook of clean air action plans,Tanushree Ganguly|Kurinji L. Selvaraj|Sarath Guttikunda,2020,179,Open Access,https://doi.org/10.1016/j.aeaoa.2020.100096,"National Clean Air Programme (NCAP), launched in 2019, is India's flagship program for better air quality in 122 cities. This review evaluates the scientific, legislative, financial, and institutional framework of the 102 publicly available clean air action plans submitted under NCAP. We assessed the robustness of the plans using the background information on pollution sources and their contribution; legal backing for the clean air action plan; cost of measures; and existing institutional accountability regime. We used the tally chart method for estimating city-specific and sector-specific mitigation measures, the number of actions under the purview of various implementation agencies, and the number of institutional, physical, and promotional interventions in the plans. Transport and road dust together cover 50% of action points, followed by interventions for the industries. Domestic cooking and heating is mentioned as a source only in 42 plans for a total of 2% of the action points. Institutional nature of the interventions was observed in 74% of the action points, using the language “overseeing, planning, proposing, preparing, investigating, identifying, ensuring, strengthening, training, studying, and engaging”. We also identified the plans that contained information on source contributions, an outline of financial requirements for executing the plans and measures for mitigating pollution from regional sources. Only 25% of the plans integrated information on the relative source contributions to formulate control strategies. Even fewer plans outlined the financial requirements for executing the plans. The institutional and administrative arrangements for ensuring inter-departmental and regional alignment in air pollution mitigation strategies are absent. We close the review with recommendations which include mandating regular updates for emission and pollution loads, granting greater fiscal autonomy for Urban Local Bodies to maintain the infrastructure necessary for sustaining air quality benefits, and moving from city-centric to airshed-centric air quality management."
"Characterization of PM2.5, gaseous pollutants, and meteorological interactions in the context of time-series health effects models",Kazuhiko Ito|George D. Thurston|Robert A. Silverman,2007,171,NOT Open Access,https://doi.org/10.1038/sj.jes.7500627,
Indoor ozone: Concentrations and influencing factors,William W. Nazaroff|Charles J. Weschler,2021,165,NOT Open Access,https://doi.org/10.1111/ina.12942,
Mandating indoor air quality for public buildings,Lídia Morawska|Joseph G. Allen|William P. Bahnfleth|Belinda Bennett|Philomena M. Bluyssen|Atze Boerstra|Giorgio Buonanno|Junji Cao|Stephanie J. Dancer|R. Andrés Floto|F. Franchimon|Trisha Greenhalgh|Charles Haworth|Jaap Hogeling|Christina Isaxon|J. L. Jiménez|Amanda Kennedy|Prashant Kumar|Jarek Kurnitski|Yuguo Li|Marcel Loomans|Guy B. Marks|Linsey C. Marr|Livio Mazzarella|Arsen Krikor Melikov|Shelly L. Miller|Donald K. Milton|Jason Monty|Peter V. Nielsen|Catherine J. Noakes|Jordan Peccia|Kimberly A. Prather|Xavier Querol|Tunga Salthammer|Chandra Sekhar|Olli Seppänen|Shin‐ichi Tanabe|Julian W. Tang|Raymond Tellier|Kwok Wai Tham|Pawel Wargocki|Aneta Wierzbicka|Maosheng Yao,2024,161,Open Access,https://doi.org/10.1126/science.adl0677,"If some countries lead by example, standards may increasingly become normalized."
"Expressways, GDP, and the environment: The case of China",Guojun He|Yang Xie|Bing Zhang,2020,149,NOT Open Access,https://doi.org/10.1016/j.jdeveco.2020.102485,
Emergency Hospital Admissions for Cardiovascular Diseases and Ambient Levels of Carbon Monoxide,Michelle L. Bell|Roger D. Peng|Francesca Dominici|Jonathan M. Samet,2009,148,Open Access,https://doi.org/10.1161/circulationaha.109.851113,"BACKGROUND: Evidence on risk of cardiovascular disease (CVD) hospitalization associated with short-term exposure to outdoor carbon monoxide (CO), an air pollutant primarily generated by traffic, is inconsistent across studies. Uncertainties remain on the degree to which associations are attributable to other traffic pollutants and whether effects persist at low levels. METHODS AND RESULTS: We conducted a multisite time-series study to estimate risk of CVD hospitalization associated with short-term CO exposure in 126 US urban counties during 1999-2005 for >9.3 million Medicare enrollees aged > or =65 years. We considered models with adjustment by other traffic-related pollutants: NO2, fine particulate matter (with aerodynamic diameter < or =2.5 microm), and elemental carbon. We found a positive and statistically significant association between same-day CO and increased risk of hospitalization for multiple CVD outcomes (ischemic heart disease, heart rhythm disturbances, heart failure, cerebrovascular disease, total CVD). The association remained positive and statistically significant but was attenuated with copollutant adjustment, especially NO2. A 1-ppm increase in same-day daily 1-hour maximum CO was associated with a 0.96% (95% posterior interval, 0.79%, 1.12%) increase in risk of CVD admissions. With same-day NO(2) adjustment, this estimate was 0.55% (0.36%, 0.74%). The risk persisted at low CO levels <1 ppm. CONCLUSIONS: We found evidence of an association between short-term exposure to ambient CO and risk of CVD hospitalizations, even at levels well below current US health-based regulatory standards. This evidence indicates that exposure to current CO levels may still pose a public health threat, particularly for persons with CVD."
High-Resolution Mobile Monitoring of Carbon Monoxide and Ultrafine Particle Concentrations in a Near-Road Environment,Gayle S. W. Hagler|Eben D. Thoma|Richard Baldauf,2010,131,Open Access,https://doi.org/10.3155/1047-3289.60.3.328,"Assessment of near-road air quality is challenging in urban environments that have roadside structures, elevated road sections, or depressed roads that may impact the dispersion of traffic emissions. Vehicles traveling on arterial roadways may also contribute to air pollution spatial variability in urban areas. To characterize the nature of near-road air quality in a complex urban environment, an instrumented all-electric vehicle was deployed to perform high spatial- and temporal-resolution mapping of ultrafine particles (UFPs, particle diameter <100 nm) and carbon monoxide (CO). Sampling was conducted in areas surrounding a highway in Durham, NC, with multiple repeats of the driving route accomplished within a morning or evening commute time frame. Six different near-road transects were driven, which included features such as noise barriers, vegetation, frontage roads, and densely built houses. Under downwind conditions, median UFP and CO levels in near-road areas located 20-150 m from the highway were a factor of 1.8 and 1.2 higher, respectively, than in areas characterized as urban background. Sampling in multiple near-road neighborhoods during downwind conditions revealed significant variability in absolute UFP and CO concentrations as well as in the rate of concentration attenuation with increasing distance from the highway. During low-speed meandering winds, regional UFP and CO concentrations nearly doubled relative to crosswind conditions; however, near-road UFP levels were still higher than urban background levels by a factor of 1.2, whereas near-road CO concentrations were not significantly different than the urban background."
This Is Air: The “Nonhealth” Effects of Air Pollution,Sandra Aguilar-Gómez|Holt Dwyer|Joshua Graff Zivin|Matthew Neidell,2022,128,NOT Open Access,https://doi.org/10.1146/annurev-resource-111820-021816,
Effect of exposure to ambient PM2.5 pollution on the risk of respiratory tract diseases: a meta-analysis of cohort studies,Qian Liu|Cheng Xu|Guixiang Ji|Hui Liu|Shao Wentao|Zhang Chunlan|Gu Aihua|Peng Zhao,2017,126,Open Access,https://doi.org/10.7555/jbr.31.20160071,"The International Agency for Research on Cancer and the World Health Organization have designated airborne particulates, including particulates of median aerodynamic diameter ≤ 2.5 μm (PM2.5), as Group 1 carcinogens. It has not been determined, however, whether exposure to ambient PM2.5 is associated with an increase in respiratory related diseases. This meta-analysis assessed the association between exposure to ambient fine particulate matter (PM2.5) and the risk of respiratory tract diseases, using relevant articles extracted from PubMed, Web of Science, and Embase. In results, of the 1,126 articles originally identified, 35 (3.1%) were included in this meta analysis. PM2.5 was found to be associated with respiratory tract diseases. After subdivision by age group, respiratory tract disease, and continent, PM2.5 was strongly associated with respiratory tract diseases in children, in persons with cough, lower respiratory illness, and wheezing, and in individuals from North America, Europe, and Asia. The risk of respiratory tract diseases was greater for exposure to traffic related than non-traffic-related air pollution. In children, the pooled relative risk (RR) represented significant increases in wheezing (8.2%), cough (7.5%), and lower respiratory illness (15.3%). The pooled RRs in children were 1.091 (95%CI: 1.049, 1.135) for exposure to < 25 μg/m3 PM2.5, and 1.126 (95%CI: 1.067, 1.190) for exposure to ≥ 25 μg/m3 PM2.5. In conclusion, exposure to ambient PM2.5 was significantly associated with the development of respiratory tract diseases, especially in children exposed to high concentrations of PM2.5."
"Health effects of exposure to sulfur dioxide, nitrogen dioxide, ozone, and carbon monoxide between 1980 and 2019: A systematic review and meta‐analysis",Zhuoru Chen|Ningrui Liu|Hao Tang|Xuehuan Gao|Yinping Zhang|Haidong Kan|Furong Deng|Bin Zhao|Xiangang Zeng|Yuexia Sun|Hua Qian|Wei Liu|Jinhan Mo|Xiaohong Zheng|Chen Huang|Chanjuan Sun|Zhuohui Zhao,2022,101,NOT Open Access,https://doi.org/10.1111/ina.13170,
Health Effects of Fine Particulate Air Pollution: Lines that Connect,Judith C. Chow,2006,98,Open Access,https://doi.org/10.1080/10473289.2006.10464484,"""Health Effects of Fine Particulate Air Pollution: Lines that Connect."" Journal of the Air & Waste Management Association, 56(6), pp. 707–708"
Outdoor air pollution exposure and cognitive performance: findings from the enrolment phase of the CONSTANCES cohort,Mohammad Javad Zare Sakhvidi|Jun Yang|Emeline Lequy|Jie Chen|Kees de Hoogh|Noémie Letellier|Marion Mortamais|Anna Ozguler|Danielle Vienneau|Marie Zins|Marcel Goldberg|Claudine Berr|Bénédicte Jacquemin,2022,97,Open Access,https://doi.org/10.1016/s2542-5196(22)00001-8,"Background Air pollution exposure is one of the modifiable risk factors of cognitive decline. We aimed to test the association between exposure to several outdoor air pollutants and domain-specific cognitive performance. Methods In this cross-sectional study, we used data from the enrolment phase of the French CONSTANCES cohort. From the 220 000 people (aged 18–69 years) randomly recruited in the French CONSTANCES cohort, participants aged 45 years old or older (104 733 people) underwent a comprehensive cognitive assessment (verbal episodic memory, language skills, and executive functions). After exclusion of those who were not suitable for our analysis, 61 462 participants with available data were included in the analyses. We used annual mean concentrations at residential addresses, derived from land-use regression models, to assign exposure to particulate matter with aerodynamic diameters less than 2·5 μm (PM 2·5 ), nitrogen dioxide (NO 2 ), and black carbon. We used multiple linear regression models with different covariate adjustments to test the associations between each pollutant and cognitive outcomes. We did several sensitivity analyses, including multilevel modelling, meta-analysis by centre of recruitment, and exclusion of specific population groups. Findings We found significantly poorer cognitive function, especially on semantic fluency and domains of executive functions, with an increase in exposure to black carbon and NO 2 . Exposure to PM 2·5 was mainly significant for the semantic fluency test. We found that decrease in cognitive performance with an increase of one interquartile range of exposure ranged from 1% to nearly 5%. The largest effect size (percentage decrease) for both PM 2.5 and NO 2 was found for the semantic fluency test (PM 2.5 4·6%, 95% CI 2·1–6·9 and NO 2 3·8%, 1·9–5·7), whereas for black carbon, the largest effect size was found for the digit symbol substitution test of the domains of executive functions (4·5%, 2·7–6·3). Monotonic and linear exposure–response associations were found between air pollution exposure and cognitive performance, starting from a low level of exposures. Interpretation Significantly poorer cognitive performance was associated with exposure to outdoor air pollution even at low levels of exposure. This highlights the importance of further efforts to reduce exposure to air pollution. Funding The Caisse Nationale d'Assurance Maladie, and partly funded by Merck Sharp & Dohme and L'Oréal, the French National Research Agency, and Fondation de France. Translation For the French translation of the abstract see Supplementary Materials section."
"Avoiding high ozone pollution in Delhi, India",Ying Chen|Gufran Beig|Scott Archer‐Nicholls|Will Drysdale|W. Joe F. Acton|Douglas Lowe|Beth S. Nelson|James Lee|Liang Ran|Yu Wang|Zhijun Wu|Saroj Kumar Sahu|Ranjeet S. Sokhi|Vikas Singh|Ranu Gadi|C. N. Hewitt|Eiko Nemitz|Alexander T. Archibald|G. McFiggans|Oliver Wild,2020,89,Open Access,https://doi.org/10.1039/d0fd00079e,"emissions leads to 10-50% increase in surface ozone. In contrast, reducing VOC emissions can reduce ozone efficiently, such that a 50% reduction in VOC emissions leads to ∼60% reduction in ozone. Reducing PM alone also increases ozone, especially in winter, by reducing its dimming effects on photolysis, such that a 50% reduction in AOD can increase ozone by 25% and it also enhances VOC-limitation. Our results highlight the importance of reducing VOC emissions alongside PM to limit ozone pollution, as well as benefitting control of PM pollution through reducing secondary organic aerosol. This will greatly benefit the health of citizens and the local ecosystem in Delhi, and could have broader application for other megacities characterized by severe PM pollution and VOC-limited ozone production."
Air pollution lowers high skill public sector worker productivity in China,Matthew E. Kahn|Pei Li,2020,84,Open Access,https://doi.org/10.1088/1748-9326/ab8b8c,"Abstract China’s urbanites continue to be exposed to high levels of air pollution. Such pollution exposure raises mortality risk, lowers the day-to-day sentiment of the population and lowers outdoor worker productivity. Using a unique set of data for Chinese judges, we document that local air pollution also lowers the productivity of high skilled government officials who work indoors. Our new evidence on the effects of air pollution highlights both the challenge that pollution poses for quality of life and workforce productivity and indicates that the Chinese urban elites gain co-benefits when their cities burn less fossil fuel."
Productivity loss amid invisible pollution,Chunchao Wang|Qianqian Lin|Yun Qiu,2022,68,NOT Open Access,https://doi.org/10.1016/j.jeem.2022.102638,
Particle Pollution and Cognition: Evidence from Sensitive Cognitive Tests in Brazil,Arjun S. Bedi|Marcos Nakaguma|Brandon Restrepo|Matthias Rieger,2020,53,NOT Open Access,https://doi.org/10.1086/711592,
Air pollution and child development in India,Anca Balietti|Souvik Datta|Stefanija Veljanoska,2022,52,Open Access,https://doi.org/10.1016/j.jeem.2022.102624,
Beyond particulate matter: New evidence on the causal effects of air pollution on mortality,Maoyong Fan|Hanchen Jiang|Maigeng Zhou,2023,22,NOT Open Access,https://doi.org/10.1016/j.jhealeco.2023.102799,
