Title,Author,Year,Citation count,Open access,DOI,Abstract
The Impact of Temperature on Productivity and Labor Supply: Evidence from Indian Manufacturing,E. Somanathan|Rohini Somanathan|Anant Sudarshan|Meenu Tewari,2021,633,Open Access,https://doi.org/10.1086/713733,"Hotter years are associated with lower economic output in developing countries. We show that the effect of temperature on labor is an important part of the explanation. Using microdata from selected firms in India, we estimate reduced worker productivity and increased absenteeism on hot days. Climate control significantly mitigates productivity losses. In a national panel of Indian factories, annual plant output falls by about 2% per degree Celsius. This response appears to be driven by a reduction in the output elasticity of labor. Our estimates are large enough to explain previously observed output losses in cross-country panels."
The Effect of Pollution on Worker Productivity: Evidence from Call Center Workers in China,Tom Chang|Joshua Graff Zivin|Tal Gross|Matthew Neidell,2019,502,Open Access,https://doi.org/10.1257/app.20160436,"We investigate the effect of pollution on worker productivity in the service sector by focusing on two call centers in China. Using precise measures of each worker’s daily output linked to daily measures of pollution and meteorology, we find that higher levels of air pollution decrease worker productivity. These results manifest themselves at levels of pollution commonly found in large cities throughout the developing and developed world. (JEL J24, L84, O13, P23, P28, Q51, Q53)"
Severe Air Pollution and Labor Productivity: Evidence from Industrial Towns in China,Jiaxiu He|Haoming Liu|Alberto Salvo,2019,460,NOT Open Access,https://doi.org/10.1257/app.20170286,
Air Pollution and Manufacturing Firm Productivity: Nationwide Estimates for China,Shihe Fu|V. Brian Viard|Peng Zhang,2021,382,NOT Open Access,https://doi.org/10.1093/ej/ueab033,
"Environmental pollution, a hidden culprit for health issues",Hanqing Xu|Jia Yang|Zhendong Sun|Jiahui Su|Qian S. Liu|Qunfang Zhou|Guibin Jiang,2022,322,Open Access,https://doi.org/10.1016/j.eehl.2022.04.003,"The environmental and health impacts from the massive discharge of chemicals and subsequent pollution have been gaining increasing public concern. The unintended exposure to different pollutants, such as heavy metals, air pollutants and organic chemicals, may cause diverse deleterious effects on human bodies, resulting in the incidence and progression of different diseases. The article reviewed the outbreak of environmental pollution-related public health emergencies, the epidemiological evidence on certain pollution-correlated health effects, and the pathological studies on specific pollutant exposure. By recalling the notable historical life-threatening disasters incurred by local chemical pollution, the damning evidence was presented to criminate certain pollutants as the main culprit for the given health issues. The epidemiological data on the prevalence of some common diseases revealed a variety of environmental pollutants to blame, such as endocrine-disrupting chemicals (EDCs), fine particulate matters (PMs) and heavy metals. The retrospection of toxicological studies provided illustrative clues for evaluating ambient pollutant-induced health risks. Overall, environmental pollution, as the hidden culprit, should answer for the increasing public health burden, and more efforts are highly encouraged to strive to explore the cause-and-effect relationships through extensive epidemiological and pathological studies."
The effect of air temperature on labour productivity in call centres—a case study,Raimo Niemelä|Mika Hannula|Sari Rautio|Kari Reijula|Jorma Railio,2002,233,NOT Open Access,https://doi.org/10.1016/s0378-7788(02)00094-4,
A Satellite-Based High-Resolution (1-km) Ambient PM2.5 Database for India over Two Decades (2000–2019): Applications for Air Quality Management,Sagnik Dey|Bhavesh Purohit|Palak Balyan|Kuldeep Dixit|Kunal Bali|Alok Kumar|Fahad Imam|Sourangsu Chowdhury|Dilip Ganguly|Prashant Gargava|Vijay K. Shukla,2020,125,Open Access,https://doi.org/10.3390/rs12233872,"Fine particulate matter (PM2.5) is a major criteria pollutant affecting the environment, health and climate. In India where ground-based measurements of PM2.5 is scarce, it is important to have a long-term database at a high spatial resolution for an efficient air quality management plan. Here we develop and present a high-resolution (1-km) ambient PM2.5 database spanning two decades (2000–2019) for India. We convert aerosol optical depth from Moderate Resolution Imaging Spectroradiometer (MODIS) retrieved by Multiangle Implementation of Atmospheric Correction (MAIAC) algorithm to surface PM2.5 using a dynamic scaling factor from Modern-Era Retrospective analysis for Research and Applications Version 2 (MERRA-2) data. The satellite-derived daily (24-h average) and annual PM2.5 show a R2 of 0.8 and 0.97 and root mean square error of 25.7 and 7.2 μg/m3, respectively against surface measurements from the Central Pollution Control Board India network. Population-weighted 20-year averaged PM2.5 over India is 57.3 μg/m3 (5–95 percentile ranges: 16.8–86.9) with a larger increase observed in the present decade (2010–2019) than in the previous decade (2000 to 2009). Poor air quality across the urban–rural transact suggests that this is a regional scale problem, a fact that is often neglected. The database is freely disseminated through a web portal ‘satellite-based application for air quality monitoring and management at a national scale’ (SAANS) for air quality management, epidemiological research and mass awareness."
Long-term effect of exposure to lower concentrations of air pollution on mortality among US Medicare participants and vulnerable subgroups: a doubly-robust approach,Mahdieh Danesh Yazdi|Yan Wang|Qian Di|Weeberb J. Réquia|Yaguang Wei|Liuhua Shi|Matthew Benjamin Sabath|Francesca Dominici|Brent A. Coull|John S. Evans|Petros Koutrakis|Joel Schwartz,2021,123,Open Access,https://doi.org/10.1016/s2542-5196(21)00204-7,"Background Long-term exposure to air pollution has been linked with an increase in risk of mortality. Whether existing US Environmental Protection Agency standards are sufficient to protect health is unclear. Our study aimed to examine the relationship between exposure to lower concentrations of air pollution and the risk of mortality. Methods Our nationwide cohort study investigated the effect of annual average exposure to air pollutants on all-cause mortality among Medicare enrolees from the beginning of 2000 to the end of 2016. Patients entered the cohort in the month of January following enrolment and were followed up until the end of the study period in 2016 or death. We restricted our analyses to participants who had only been exposed to lower concentrations of pollutants over the study period, specifically particulate matter less than 2·5 μg/m 3 in diameter (PM 2·5 ) at a concentration of up to 12 μg/m 3 , nitrogen dioxide (NO 2 ) at a concentration of up to 53 parts per billion (ppb), and summer ozone (O 3 ) at concentrations of up to 50 ppb. We adjusted for two types of covariates, which were individual level and postal code-level variables. We used a doubly-robust additive model to estimate the change in risk. We further looked at effect-measure modification by stratification on the basis of demographic and socioeconomic characteristics. Findings We found an increased risk of mortality with all three pollutants. Each 1 μg/m 3 increase in annual PM 2·5 concentrations increased the absolute annual risk of death by 0·073% (95% CI 0·071–0·076). Each 1 ppb increase in annual NO 2 concentrations increased the annual risk of death by 0·003% (0·003–0·004), and each 1 ppb increase in summer O 3 concentrations increased the annual risk of death by 0·081% (0·080–0·083). This increase translated to approximately 11 540 attributable deaths (95% CI 11 087–11 992) for PM 2·5 , 1176 attributable deaths (998–1353) for NO 2 , and 15 115 attributable deaths (14 896–15 333) for O 3 per year for each unit increase in pollution concentrations. The effects were higher in certain subgroups, including individuals living in areas of low socioeconomic status. Long-term exposure to permissible concentrations of air pollutants increases the risk of mortality. Funding The US Environmental Protection Agency, National Institute of Environmental Health Services, and Health Effects Institute."
Health Effects Associated with PM2.5: a Systematic Review,Shubham Sharma|Mina Chandra|Sri Harsha Kota,2020,122,NOT Open Access,https://doi.org/10.1007/s40726-020-00155-3,
Evaluating impact of air pollution on China’s inbound tourism industry: a spatial econometric approach,Taotao Deng|Xin Li|Mulan Ma,2017,113,NOT Open Access,https://doi.org/10.1080/10941665.2017.1331923,
Air pollution lowers high skill public sector worker productivity in China,Matthew E. Kahn|Pei Li,2020,84,Open Access,https://doi.org/10.1088/1748-9326/ab8b8c,"Abstract China’s urbanites continue to be exposed to high levels of air pollution. Such pollution exposure raises mortality risk, lowers the day-to-day sentiment of the population and lowers outdoor worker productivity. Using a unique set of data for Chinese judges, we document that local air pollution also lowers the productivity of high skilled government officials who work indoors. Our new evidence on the effects of air pollution highlights both the challenge that pollution poses for quality of life and workforce productivity and indicates that the Chinese urban elites gain co-benefits when their cities burn less fossil fuel."
Pre-to-post lockdown impact on air quality and the role of environmental factors in spreading the COVID-19 cases - a study from a worst-hit state of India,Prafulla Kumar Sahoo|Sherry Mangla|Ashok Kumar Pathak|Gabriel Negreiros Salãmao|Dibyendu Sarkar,2020,76,Open Access,https://doi.org/10.1007/s00484-020-02019-3,
Reducing the burden of anaemia in Indian women of reproductive age with clean-air targets,Ekta Chaudhary|Sagnik Dey|Santu Ghosh|Sumit Sharma|Nimish Singh|Shivang Agarwal|Kushal Tibrewal|Chandra Venkataraman|Anura V. Kurpad|Aaron Cohen|Shuxiao Wang|Srishti Jain,2022,47,NOT Open Access,https://doi.org/10.1038/s41893-022-00944-2,
Impact of air pollution on labor productivity: Evidence from prison factory data,Shuai Chen|Dandan Zhang,2021,44,Open Access,https://doi.org/10.1016/j.ceqi.2021.04.004,"This study examined the causal relationship between air pollution and labor productivity, by adopting prison factory data for a perfect measure of labor productivity. To address the endogeneity of air pollution, an instrumental variable strategy was used. The results showed that a 10-unit increase in air pollution index led to a significant decrease in labor productivity by 4%. A nonlinear relationship between air pollution and labor productivity was also suggested, which implied that the extreme air pollution reduced labor productivity heavily. This study emphasized the negative externality of air pollution on labor productivity."
Addressing Biases in Ambient PM2.5 Exposure and Associated Health Burden Estimates by Filling Satellite AOD Retrieval Gaps over India,Varun Katoch|Alok Kumar|Fahad Imam|Debajit Sarkar|Luke D. Knibbs|Yang Liu|Dilip Ganguly|Sagnik Dey,2023,38,NOT Open Access,https://doi.org/10.1021/acs.est.3c03355,
Environmental efficiency and labour productivity: Trade-off or joint dynamics? A theoretical investigation and empirical evidence from Italy using NAMEA,Massimiliano Mazzanti|Roberto Zoboli,2008,130,NOT Open Access,https://doi.org/10.1016/j.ecolecon.2008.08.009,
What is holding back productivity growth in India ?,S. M. Dougherty|Richard Herd|Thomas Chalaux,2009,36,NOT Open Access,https://doi.org/10.1787/eco_studies-v2009-art3-en,
Did Haze Pollution Harm the Quality of Economic Development?—An Empirical Study Based on China’s PM2.5 Concentrations,Qing Zhao|Chih-Hung Yuan,2020,26,Open Access,https://doi.org/10.3390/su12041607,"Based on the PM2.5 haze data of China’s provinces between 2004–2016, this paper systematically explores the impact of haze pollution on the quality of China’s economic development, as well as its transmission mechanisms. This is achieved by measuring the quality of economic development with total factor productivity. Furthermore, this paper innovatively uses precipitation as an instrumental variable for mitigating the endogeneity of the haze pollution variable, by which the impact of haze pollution on the quality of China’s economic development is estimated within the framework of two-stage least squares. It is found that: the haze pollution has degraded the quality of China’s economic development significantly; the labor supply loss, counter urbanization and human capital disruption are the three major transmission channels through which haze pollution affects the quality of China’s economic development; strengthening government’s environmental management is effective in mitigating the adverse impact of haze pollution on the economic development quality; and that China’s unique fiscal decentralization system has exacerbated the negative economic effect of haze pollution. The policy implications of this paper are as follows: Improvement of economic development quality is a prerequisite for the transition of economic development mode; and the governmental management of haze is conducive to enhancing the quality of atmospheric environment and economic development, and to promoting the high-quality development of the Chinese economy."
Measuring productivity,OECD,2016,14,NOT Open Access,https://doi.org/10.1787/pdtvy-2016-4-en,
Rising Temperatures and Its Impacts on Thermal Comfort and Productivity—A Case Study from Select Workplaces in Southern India,PK Latha|Rekha Shanmugam|Manikandan Krishnamoorthy|Vidhya Venugopal,2022,1,NOT Open Access,https://doi.org/10.1007/978-981-19-0304-5_53,
The Impact of Air Pollution on Labour Productivity in France,Clara Kögel,2023,5,Open Access,https://doi.org/10.2139/ssrn.4541477,
