Title,Author,Year,Citation count,Open access,DOI,Abstract
"MORTALITY IN THE LONDON FOG INCIDENT, 1952",W. P. D. Logan,1953,474,NOT Open Access,https://doi.org/10.1016/s0140-6736(53)91012-5,
Severe Air Pollution and Labor Productivity: Evidence from Industrial Towns in China,Jiaxiu He|Haoming Liu|Alberto Salvo,2019,460,NOT Open Access,https://doi.org/10.1257/app.20170286,
Air pollution and early deaths in the United States. Part I: Quantifying the impact of major sectors in 2005,Fabio Caiazzo|Akshay Ashok|Ian A. Waitz|Steve Hung Lam Yim|Steven R. H. Barrett,2013,410,NOT Open Access,https://doi.org/10.1016/j.atmosenv.2013.05.081,
"Peak Performance and Age Among Superathletes: Track and Field, Swimming, Baseball, Tennis, and Golf",Richard Schulz|C. Curnow,1988,282,NOT Open Access,https://doi.org/10.1093/geronj/43.5.p113,
The Health Effects of Exercising in Air Pollution,Luisa V. Giles|Michael S. Koehle,2013,275,NOT Open Access,https://doi.org/10.1007/s40279-013-0108-z,
"Information, Avoidance Behavior, and Health: The Effect of Ozone on Asthma Hospitalizations",Matthew Neidell,2009,220,Open Access,https://doi.org/10.1353/jhr.2009.0018,"This paper assesses whether responses to information about risk impact estimates of the relationship between ozone and asthma in Southern California. Using a regression discontinuity design, I find smog alerts significantly reduces daily attendance at two major outdoor facilities. Using daily time-series regression models that include year-month and small area fixed effects, I find estimates of the effect of ozone for children and the elderly that include information are significantly larger than estimates that do not. These results are consistent with the hypothesis that individuals take substantial action to reduce exposure to risk; estimates ignoring these actions are severely biased."
The Clean Air Act of 1970 and Adult Mortality,Kenneth Y. Chay|Carlos Dobkin|Michael Greenstone,2003,164,NOT Open Access,https://doi.org/10.1023/a:1025897327639,
Energy system contribution to 400-metre and 800-metre track running,Rob Duffield|Brian Dawson|Carmél Goodman,2005,151,Open Access,https://doi.org/10.1080/02640410410001730043,"As a wide range of values has been reported for the relative energetics of 400-m and 800-m track running events, this study aimed to quantify the respective aerobic and anaerobic energy contributions to these events during track running. Sixteen trained 400-m (11 males, 5 females) and 11 trained 800-m (9 males, 2 females) athletes participated in this study. The participants performed (on separate days) a laboratory graded exercsie test and multiple race time-trials. The relative energy system contribution was calculated by multiple methods based upon measures of race VO2, accumulated oxygen deficit (AOD), blood lactate and estimated phosphocreatine degradation (lactate/PCr). The aerobic/anaerobic energy system contribution (AOD method) to the 400-m event was calculated as 41/59% (male) and 45/55% (female). For the 800-m event, an increased aerobic involvement was noted with a 60/40% (male) and 70/30% (female) respective contribution. Significant (P < 0.05) negative correlations were noted between race performance and anaerobic energy system involvement (lactate/PCr) for the male 800-m and female 400-m events (r = - 0.77 and - 0.87 respectively). These track running data compare well with previous estimates of the relative energy system contributions to the 400-m and 800-m events. Additionally, the relative importance and speed of interaction of the respective metabolic pathways has implications to training for these events."
Outdoor Air Pollution: Ozone Health Effects,Tze-Ming Chen|Ware G. Kuschner|Janaki Gokhale|Scott Shofer,2007,124,NOT Open Access,https://doi.org/10.1097/maj.0b013e31803b8e8c,
Ozone Exposure and Lung Function,Stacey Alexeeff|Augusto A. Litonjua|Helen Suh|David Sparrow|Pantel Vokonas|Joel Schwartz,2007,88,NOT Open Access,https://doi.org/10.1378/chest.07-1126,
Environmental Toxicants,,2008,86,NOT Open Access,https://doi.org/10.1002/9780470442890,
THE Physiological Basis OF ATHLETIC RECORDS.,A.V. Hill,1925,83,NOT Open Access,https://doi.org/10.1016/s0140-6736(01)15546-7,
Unattenuated Structural and Biochemical Alterations in the Rat Lung during Functional Adaptation to Ozone,Jeffrey S. Tepper|Daniel L. Costa|James R. Lehmann|Mary F. Weber|Gary E. Hatch,1989,114,NOT Open Access,https://doi.org/10.1164/ajrccm/140.2.493,
"Effects of Age, Socioeconomic Status, and Menstrual Cycle on Pulmonary Response to Ozone",Elston Seal|William F. McDonnell|Dennis E. House,1996,17,NOT Open Access,https://doi.org/10.1080/00039896.1996.9936006,
Adaptation to ozone: duration of effect.,Steven M. Horvath|Jeffrey A. Gliner|Lawrence J. Folinsbee,1981,112,NOT Open Access,https://doi.org/10.1164/arrd.1981.123.5.496,
Adaptation to short-term respiratory effects of ozone in men exposed repeatedly,Jack D. Hackney|W S Linn|John G. Mohler|Clarence R. Collier,1977,108,NOT Open Access,https://doi.org/10.1152/jappl.1977.43.1.82,
Oxidant Air Pollution and Athletic Performance,Walborg S. Wayne,1967,93,NOT Open Access,https://doi.org/10.1001/jama.1967.03120120089015,
Persistence of Adaptation to Ozone in Volunteers Exposed Repeatedly for Six Weeks,William S. Linn|Deborah A. Medway|Ute T. Anzar|Lupe M. Valencia|Charles E. Spier|Frank S.-D. Tsao|D. Armin Fischer|Jack D. Hackney,1982,66,NOT Open Access,https://doi.org/10.1164/arrd.1982.125.5.491,
The Global Burden of Disease from Air Pollution,Michael Bräuer,2016,14,NOT Open Access,,
The comparison of the responses of lung function indices to aerobic and anaerobic exercises in polluted air,N Shavandi|Saremi Abas|L Moeini|Mohammad Parastesh|Ghorbani Akbar|rahmat Heydarpour,2010,2,NOT Open Access,,
Skeletal Muscle Adaptability: Significance for Metabolism and Performance,Bengt Saltin|P. D. Gollnick,1983,887,NOT Open Access,https://doi.org/10.1002/cphy.cp100119,
The Effect of Pollution on Worker Productivity: Evidence from Call-Center Workers in China,Tom Chang|Joshua Graff Zivin|Tal Gross|Matthew Neidell,2016,162,Open Access,https://doi.org/10.3386/w22328,"We investigate the effect of pollution on worker productivity in the service sector by focusing on two call centers in China. Using precise measures of each worker's daily output linked to daily measures of pollution and meteorology, we find that higher levels of air pollution decrease worker productivity by reducing the number of calls that workers complete each day. These results manifest themselves at commonly found levels of pollution in major cities throughout the developing and developed world, suggesting that these types of effects are likely to apply broadly. When decomposing these effects, we find that the decreases in productivity are explained by increases in time spent on breaks rather than the duration of phone calls. To our knowledge, this is the first study to demonstrate that the negative impacts of pollution on productivity extend beyond physically demanding tasks to indoor, white-collar work."
The Impact of Short Term Exposure to Ambient Air Pollution on Cognitive Performance and Human Capital Formation,Victor Lavy|Avraham Ebenstein|Sefi Roth,2014,144,Open Access,https://doi.org/10.3386/w20648,"Cognitive performance is critical to productivity in many occupations and potentially linked to pollution exposure. We evaluate this potentially important relationship by estimating the effect of pollution exposure on standardized test scores among Israeli high school high-stakes tests (2000)(2001)(2002). Since students take multiple exams on multiple days in the same location after each grade, we can adopt a fixed effects strategy estimating models with city, school, and student fixed effects. We focus on fine particulate matter (PM 2.5 ) and carbon monoxide (CO), which are considered to be two of the most dangerous forms of air pollution. We find that while PM 2.5 and CO levels are only weakly correlated with each other, both exhibit a robust negative relationship with test scores. We also find that PM 2.5 , which is thought to be particularly damaging for asthmatics, has a larger negative impact on groups with higher rates of asthma. For CO, which affects neurological functioning, the effect is more homogenous across demographic groups. Furthermore, we find that exposure to either pollutant is associated with a significant decline in the probability of not receiving a Bagrut certificate, which is required for college entrance in Israel. The results suggest that the gain from improving air quality may be underestimated by a narrow focus on health impacts. Insofar as air pollution may lead to reduced cognitive performance, the consequences of pollution may be relevant for a variety of everyday activities that require mental acuity. Moreover, by temporarily lowering the productivity of human capital, high pollution levels lead to allocative inefficiency as students with lower human capital are assigned a higher rank than their more qualified peers. This may lead to inefficient allocation of workers across occupations, and possibly a less productive workforce."
The Effect of Air Pollution on Investor Behavior: Evidence from the S&P 500,Anthony Heyes|Matthew Neidell|Soodeh Saberian,2016,84,NOT Open Access,https://doi.org/10.3386/w22753,
The Impact of Short Term Exposure to Ambient Air Pollution on Cognitive Performance and Human Capital Formation,Avraham Ebenstein|Victor Lavy|Sefi Roth,2014,31,NOT Open Access,,
Severe Air Pollution and Labor Productivity: Evidence from Industrial Towns in China,Jiaxiu He|Haoming Liu|Alberto Salvo,2015,6,Open Access,,"We examine day-to-day fluctuations in worker-level output at two manufacturing sites located in different industrial towns in China. Ambient air pollution in both towns, as proxied alternatively by fine-particle (PM2.5) and sulfur dioxide (SO2) levels, is severe but significantly variable, in part due to exogenous atmospheric ventilation. Across sites, pollution proxies and estimators, and correcting for worker heterogeneity and seasonality, we find a precisely estimated zero response on daily worker output from concurrent (same-shift) variation in air pollution. This is consistent with the stated perceptions of managers during our visits to over 10 firms in four provinces. We then follow the epidemiological literature and allow worker outcomes to respond to day-to-day variation in pollution with up to 30 days of delay. We uncover statistically significant adverse output effects from more prolonged pollution exposure, but these effects are not large. The cumulative effect – scaled for a large +10 ?g/m3 PM2.5 variation in exposure on the day of output and on each of the previous 25 days – amounts to -0.5 to -3% of mean daily output. Estimates using SO2 are similar. Consistent with a simple model, more productive workers tend to respond more to pollution."
