Title,Author,Year,Citation count,Open access,DOI,Abstract
Severe Air Pollution and Labor Productivity: Evidence from Industrial Towns in China,Jiaxiu He|Haoming Liu|Alberto Salvo,2019,460,NOT Open Access,https://doi.org/10.1257/app.20170286,
The effect of air pollution on migration: Evidence from China,Shuai Chen|Paulina Oliva|Peng Zhang,2022,428,NOT Open Access,https://doi.org/10.1016/j.jdeveco.2022.102833,
What should economists know about the current Chinese hukou system?,Yang Song,2014,425,NOT Open Access,https://doi.org/10.1016/j.chieco.2014.04.012,
Air Pollution and Manufacturing Firm Productivity: Nationwide Estimates for China,Shihe Fu|V. Brian Viard|Peng Zhang,2021,382,NOT Open Access,https://doi.org/10.1093/ej/ueab033,
The relationship between air pollution emissions and income: US Data,Richard T. Carson|Yongil Jeon|Donald R. McCubbin,1997,329,NOT Open Access,https://doi.org/10.1017/s1355770x97000235,
"The winter choke: Coal-Fired heating, air pollution, and mortality in China",Maoyong Fan|Guojun He|Maigeng Zhou,2020,303,NOT Open Access,https://doi.org/10.1016/j.jhealeco.2020.102316,
"Air pollution and development in Africa: impacts on health, the economy, and human capital",Samantha Fisher|David C. Bellinger|Maureen Cropper|Pushpam Kumar|Agnès Binagwaho|Juliette Biao Koudenoukpo|Yongjoon Park|Gabriella Taghian|Philip J. Landrigan,2021,290,Open Access,https://doi.org/10.1016/s2542-5196(21)00201-1,"Background Africa is undergoing both an environmental and an epidemiological transition. Household air pollution is the predominant form of air pollution, but it is declining, whereas ambient air pollution is increasing. We aimed to quantify how air pollution is affecting health, human capital, and the economy across Africa, with a particular focus on Ethiopia, Ghana, and Rwanda. Methods Data on household and ambient air pollution were from WHO Global Health Observatory, and data on morbidity and mortality were from the 2019 Global Burden of Disease Study. We estimated economic output lost due to air pollution-related disease by country, with use of labour income per worker, adjusted by the probability that a person (of a given age) was working. Losses were expressed in 2019 international dollars and as a proportion of gross domestic product (GDP). We also quantified the contribution of particulate matter (PM) 2·5 pollution to intelligence quotient (IQ) loss in children younger than 10 years, with use of an exposure–response coefficient based on previously published data. Findings Air pollution was responsible for 1·1 million deaths across Africa in 2019. Household air pollution accounted for 697 000 deaths and ambient air pollution for 394 000. Ambient air pollution-related deaths increased from 361 000 in 2015, to 383 000 in 2019, with the greatest increases in the most highly developed countries. The majority of deaths due to ambient air pollution are caused by non-communicable diseases. The loss in economic output in 2019 due to air pollution-related morbidity and mortality was $3·02 billion in Ethiopia (1·16% of GDP), $1·63 billion in Ghana (0·95% of GDP), and $349 million in Rwanda (1·19% of GDP). PM 2·5 pollution was estimated to be responsible for 1·96 billion lost IQ points in African children in 2019. Interpretation Ambient air pollution is increasing across Africa. In the absence of deliberate intervention, it will increase morbidity and mortality, diminish economic productivity, impair human capital formation, and undercut development. Because most African countries are still early in development, they have opportunities to transition rapidly to wind and solar energy, avoiding a reliance on fossil fuel-based economies and minimising pollution. Funding UN Environment Programme."
Brain drain: The impact of air pollution on firm performance,Shuyu Xue|Bohui Zhang|Xiaofeng Zhao,2021,202,NOT Open Access,https://doi.org/10.1016/j.jeem.2021.102546,
"Trade, pollution and mortality in China",Matilde Bombardini|Bingjing Li,2020,190,NOT Open Access,https://doi.org/10.1016/j.jinteco.2020.103321,
Long-term impact of trade liberalization on human capital formation,Jie Li|Yi Lu|Hong Song|Huihua Xie,2019,94,NOT Open Access,https://doi.org/10.1016/j.jce.2019.08.002,
Air pollution and brain drain: Evidence from college graduates in China,Wangyang Lai|Hong Song|Chang Wang|Huanhuan Wang,2021,80,NOT Open Access,https://doi.org/10.1016/j.chieco.2021.101624,
"Air pollution, stock returns, and trading activities in China",Qinqin Wu|Ying Hao|Jing Lu,2018,77,Open Access,https://doi.org/10.1016/j.pacfin.2018.08.018,
Productivity loss amid invisible pollution,Chunchao Wang|Qianqian Lin|Yun Qiu,2022,68,NOT Open Access,https://doi.org/10.1016/j.jeem.2022.102638,
"Natural gas flaring, respiratory health, and distributional effects",Wesley Blundell|Anatolii Kokoza,2022,52,NOT Open Access,https://doi.org/10.1016/j.jpubeco.2022.104601,
The impact of COVID-19 on employment and income of vocational graduates in China: Evidence from surveys in January and July 2020,Xiao Liang|Scott Rozelle|Hongmei Yi,2022,51,Open Access,https://doi.org/10.1016/j.chieco.2022.101832,
Impact of air pollution on labor productivity: Evidence from prison factory data,Shuai Chen|Dandan Zhang,2021,44,Open Access,https://doi.org/10.1016/j.ceqi.2021.04.004,"This study examined the causal relationship between air pollution and labor productivity, by adopting prison factory data for a perfect measure of labor productivity. To address the endogeneity of air pollution, an instrumental variable strategy was used. The results showed that a 10-unit increase in air pollution index led to a significant decrease in labor productivity by 4%. A nonlinear relationship between air pollution and labor productivity was also suggested, which implied that the extreme air pollution reduced labor productivity heavily. This study emphasized the negative externality of air pollution on labor productivity."
Estimating returns to education in urban China: Evidence from a natural experiment in schooling reform,Yi Chen|Sheng Jiang|Li‐An Zhou,2019,34,NOT Open Access,https://doi.org/10.1016/j.jce.2019.09.004,
"Labor market outcomes, cognitive skills, and noncognitive skills in rural China",Paul Glewwe|Yang Song|Xianqiang Zou,2021,33,NOT Open Access,https://doi.org/10.1016/j.jebo.2021.11.021,
The mortality impact of fine particulate matter in China: Evidence from trade shocks,Yazhen Gong|Shanjun Li|Nicholas Sanders|Guang Shi,2022,33,NOT Open Access,https://doi.org/10.1016/j.jeem.2022.102759,
The effect of childhood left‑behind experience on individual’s income: evidence from China,Qundi Feng|Qinying He|Chung-Ping A. Loh,2022,12,NOT Open Access,https://doi.org/10.1080/00036846.2022.2042465,
Economic Vulnerability among Low-Educated Europeans,Maurice Gesthuizen|Peer Scheepers,2010,47,Open Access,https://doi.org/10.1177/0001699310374491,"In this article, we pose the question: To what extent does a lack of individual resources and of access to high quality resources in one’s core social network explain why low-educated people are likely to experience economic vulnerability? Additionally, we explain cross-national differences in the risk that the low-educated run in terms of economic vulnerability. Multi-level models estimated for 22 countries of the European Social Survey show that a lack of labour market success and partner’s resources explain why the low-educated are likely to suffer from economic vulnerability. Next, we find a number of determinants to explain why the low-educated are better off in some countries than in others, i.e. cross-national variation in access of the low-educated group to high quality social resources, beliefs about the productivity of the group as a whole, structural labour market conditions and welfare state arrangements. In so far as welfare states can influence the contexts in which their (low-educated) citizens live, to a great extent they can also reduce economic vulnerability among the low-educated."
The changing texture of the city-size wage differential in Chinese cities – Effects of skill and identity,Liqun Pan|Pundarik Mukhopadhaya|Jing Li,2018,11,NOT Open Access,https://doi.org/10.1016/j.chieco.2018.09.008,
Top incomes and income polarisation in China,Chen Zhang|Yangcheng Yu|Qinghai Li,2022,6,NOT Open Access,https://doi.org/10.1016/j.chieco.2022.101912,
"Changing trends in China’s inequality: evidence, analysis, and prospects",Yitian Ren,2020,21,Open Access,https://doi.org/10.1080/15387216.2020.1860786,"The edited book, Changing trends in China’s inequality: Evidence, Analysis, and Prospects is a comprehensive, evidence-based, systematic study of various issues of the evolving inequality in China...."
Just Above the Exam Cutoff Score: Elite College Admission and Wages in China,Ruixue Jia|Hongbin Li,2021,6,Open Access,https://doi.org/10.2139/ssrn.3781337,
