Title,Author,Year,Citation count,Open access,Abstract,DOI
The Effect of Pollution on Worker Productivity: Evidence from Call Center Workers in China,Tom Chang|Joshua Graff Zivin|Tal Gross|Matthew Neidell,2019,502,Open Access,"We investigate the effect of pollution on worker productivity in the service sector by focusing on two call centers in China. Using precise measures of each worker’s daily output linked to daily measures of pollution and meteorology, we find that higher levels of air pollution decrease worker productivity. These results manifest themselves at levels of pollution commonly found in large cities throughout the developing and developed world. (JEL J24, L84, O13, P23, P28, Q51, Q53)",https://doi.org/10.1257/app.20160436
Severe Air Pollution and Labor Productivity: Evidence from Industrial Towns in China,Jiaxiu He|Haoming Liu|Alberto Salvo,2019,460,NOT Open Access,,https://doi.org/10.1257/app.20170286
The effect of air pollution on migration: Evidence from China,Shuai Chen|Paulina Oliva|Peng Zhang,2022,428,NOT Open Access,,https://doi.org/10.1016/j.jdeveco.2022.102833
The Long-Run Economic Consequences of High-Stakes Examinations: Evidence from Transitory Variation in Pollution,Avraham Ebenstein|Victor Lavy|Sefi Roth,2016,404,Open Access,"Cognitive performance during high-stakes exams can be affected by random disturbances that, even if transitory, may have permanent consequences. We evaluate this hypothesis among Israeli students who took a series of matriculation exams between 2000 and 2002. Exploiting variation across the same student taking multiple exams, we find that transitory PM 2.5 exposure is associated with a significant decline in student performance. We then examine these students in 2010 and find that PM 2.5 exposure during exams is negatively associated with postsecondary educational attainment and earnings. The results highlight how reliance on noisy signals of student quality can lead to allocative inefficiency. (JEL I21, I23, I26, J24, J31, Q51, Q53)",https://doi.org/10.1257/app.20150213
Measuring soccer skill performance: a review,Ajmol Ali,2011,349,NOT Open Access,,https://doi.org/10.1111/j.1600-0838.2010.01256.x
Interpreting Physical Performance in Professional Soccer Match-Play: Should We be More Pragmatic in Our Approach?,Christopher Carling,2013,284,NOT Open Access,,https://doi.org/10.1007/s40279-013-0055-8
"Short-term effects of PM2.5, PM10 and PM2.5–10 on daily mortality in the Netherlands",Nicole Janssen|Paul Fischer|Marten Marra|Caroline Ameling|Flemming R. Cassee,2013,283,Open Access,"INTRODUCTION: Information on the relationship between levels of particulate matter (PM) smaller than 2.5 μm and mortality rates in Europe is relatively sparse because of limited availability of PM2.5 measurement data. Even less information is available on the health effects attributable to PM2.5-10, especially for North-West Europe. OBJECTIVES: To investigate the relationship between various PM size fractions and daily mortality rates. METHODS: Daily concentrations of PM from the Dutch National Ambient Air Quality Monitoring Network as well as all cause and cause-specific mortality rates in The Netherlands were obtained for the period 2008-2009. Poisson regression analysis using generalized additive models was used, with adjustment for potential confounding including long-term and seasonal trends, influenza incidence, meteorological variables, day of the week, and holidays. Different measures of PM (PM2.5, PM10 and PM2.5-10) were analysed. RESULTS: PM10 and PM2.5 levels were statistically significantly (p<0.05) associated with all cause and cause-specific deaths. For example, a 10 μg/m(3) increase in previous day PM was associated with 0.8% (95% CI 0.3-1.2) excess risk in all cause mortality for PM2.5 and a 0.6% (CI 0.2-1.0) excess risk for PM10. No appreciable associations were observed for PM2.5-10. Effects of PM10, and PM2.5 were insensitive to adjustment for PM2.5-10, and vice-versa. PM10 and PM2.5 were too highly correlated to disentangle their independent effects. CONCLUSIONS: PM10 and PM2.5 both were significantly associated with all cause and cause-specific mortality. We were unable to demonstrate significant effects for PM2.5-10, possibly due to the lower temporal variability and the higher exposure misclassification in PM2.5-10 compared to PM10 or PM2.5. The lack of effects of PM2.5-10 in our study should therefore not be interpreted as an indication that PM2.5-10 can be considered harmless.",https://doi.org/10.1016/j.scitotenv.2013.05.062
Are declines in physical performance associated with a reduction in skill-related performance during professional soccer match-play?,Christopher Carling|Grégory Dupont,2010,253,Open Access,"The aim of this study was to determine whether declines in physical performance in a professional soccer team during match-play were associated with reductions in skill-related performance. Computerized tracking of performance in midfield players (n = 11) showed that total distance and distance covered in high-speed running (>14.4 km · h⁻¹) were greater in the first versus second half of games (both P < 0.001) and in the first versus the final 15 min of play (P < 0.05). Analysis of high-speed running across 5-min periods showed that more distance was covered in the first versus the final game period, and in the peak period of activity compared with the following period and game mean for other periods (all P < 0.05). Analysis of skill-related measures revealed no significant decline between halves, across 15-min intervals or in the 5-min period following that of peak high-speed activity compared with the game mean for other 5-min periods. In contrast, frequencies of passing, ball possessions, and duels were greater in the first 5-min than in the final 5-min period (P < 0.05). Neither physical nor skill-related performance was affected across three consecutive games within a period of ≤7 days. The results suggest that the players were generally able to maintain skill-related performance throughout games and when competing in successive matches within a short time.",https://doi.org/10.1080/02640414.2010.521945
The effect of air pollution on body weight and obesity: Evidence from China,Olivier Deschênes|Huixia Wang|Si Wang|Peng Zhang,2020,250,Open Access,,https://doi.org/10.1016/j.jdeveco.2020.102461
Caffeine Enhances Cognitive Function and Skill Performance during Simulated Soccer Activity,Andrew Foskett|Ajmol Ali|Nicholas Gant,2009,197,NOT Open Access,,https://doi.org/10.1123/ijsnem.19.4.410
Physical and Energetic Demand of Soccer: A Brief Review,Filippo Dolci|Nicolas H. Hart|Andrew E. Kilding|Paola Chivers|Ben Piggott|Tania Spiteri,2020,167,NOT Open Access,,https://doi.org/10.1519/ssc.0000000000000533
Air pollution and tourism development: An interplay,Ning Zhang|Ru Jia Ren|Qiong Zhang|Tao Zhang,2020,133,Open Access,,https://doi.org/10.1016/j.annals.2020.103032
Do cognitive training strategies improve motor and positive psychological skills development in soccer players? Insights from a systematic review,Maamer Slimani|Nicola Luigi Bragazzi|David Tod|Alexandre Dellal|Olivier Hüe|Foued Chéour|Lee Taylor|Karim Chamari,2016,78,Open Access,"Soccer players are required to have well-developed physical, technical and cognitive abilities. The present systematic review, adhering to Preferred Reporting Items for Systematic reviews and Meta-Analysis guidelines, examined the effects of cognitive training strategies on motor and positive psychological skills development in soccer performance and identified the potential moderators of the ""cognitive training-soccer performance"" relationship. Thirteen databases were systematically searched using keywords related to psychological or cognitive training in soccer players. The review is based on 18 studies, employing 584 soccer players aged 7-39 years. Cognitive strategies, particularly imagery, appear to improve sports performance in soccer players. Regarding imagery, the combination of two different types of cognitive imagery training (i.e., cognitive general and cognitive specific) has a positive influence on soccer performance during training, whereas motivational imagery (i.e., motivational general-arousal, motivational general-mastery and motivational specific) enhance competition performance. Younger soccer players employ cognitive general and cognitive specific imagery techniques to a greater extent than older soccer players. Combined cognitive training strategies were more beneficial than a single cognitive strategy relative to motor skills enhancement in elite (particularly midfielders) and amateur (i.e., when practising complex and specific soccer skills in precompetitive period) soccer players. In conclusion, it appears that there are differences in cognitive/psychological training interventions, and their efficacy, according to whether they are directed towards training or competition, and the age, standard and playing position of the players.",https://doi.org/10.1080/02640414.2016.1254809
Perceptual-cognitive skill and the in situ performance of soccer players,Mariëtte J.J. van Maarseveen|Raôul R. D. Oudejans|David L. Mann|Geert J.P. Savelsbergh,2016,76,Open Access,"Many studies have shown that experts possess better perceptual-cognitive skills than novices (e.g., in anticipation, decision making, pattern recall), but it remains unclear whether a relationship exists between performance on those tests of perceptual-cognitive skill and actual on-field performance. In this study, we assessed the in situ performance of skilled soccer players and related the outcomes to measures of anticipation, decision making, and pattern recall. In addition, we examined gaze behaviour when performing the perceptual-cognitive tests to better understand whether the underlying processes were related when those perceptual-cognitive tasks were performed. The results revealed that on-field performance could not be predicted on the basis of performance on the perceptual-cognitive tests. Moreover, there were no strong correlations between the level of performance on the different tests. The analysis of gaze behaviour revealed differences in search rate, fixation duration, fixation order, gaze entropy, and percentage viewing time when performing the test of pattern recall, suggesting that it is driven by different processes to those used for anticipation and decision making. Altogether, the results suggest that the perceptual-cognitive tests may not be as strong determinants of actual performance as may have previously been assumed.",https://doi.org/10.1080/17470218.2016.1255236
What Do Epidemiologic Findings Tell Us about Health Effects of Environmental Aerosols?,C. Arden Pope,2000,142,NOT Open Access,,https://doi.org/10.1089/jam.2000.13.335
Attributional style and athletic performance: Strategic optimism and defensive pessimism,Randall A. Gordon,2007,79,NOT Open Access,,https://doi.org/10.1016/j.psychsport.2007.04.007
Technical demands of different playing positions in the UEFA Champions League,Qing Yi|Hong Jia|Hongyou Liu|Miguel‐Ángel Gómez,2018,70,Open Access,"This study aimed to identity the technical demands of different playing positions controlling the effects of situational variables in the UEFA Champions League from a long-term perspective. Data of 18 technical performance-related match actions and events achieved by 1,990 out-field players (classified into five positional roles) in 1,000 matches played in the UEFA Champions League from season 2009/2010 to 2016/2017 were collected. Generalised mixed linear modelling was employed taking the value of each of the 18 technical performance-related variables as the dependent variable, and taking the classified 5 positions as the predictor variable. Uncertainty in the true effects of the predictors was evaluated using non-clinical magnitude-based inference. Results showed that the differences between central defenders and forwards were biggest while central defenders and full backs presented the smallest difference. The performances of midfielders in variables related to passing and organising were worse than expected and wide midfielders showed relative better performances than central midfielders in passing and organising. Meanwhile, defenders, especially central defenders, achieved good performance in variables related to passing and organising. Forwards played an important role in the aspects of goal scoring and organising, they also participated in the initial defending process.",https://doi.org/10.1080/24748668.2018.1528524
Does Improved Decision-Making Ability Reduce the Physiological Demands of Game-Based Activities in Field Sport Athletes?,Tim J. Gabbett|Josh Carius|Mike J Mulvey,2008,56,NOT Open Access,,https://doi.org/10.1519/jsc.0b013e3181887f34
Immediate Impacts of Air Pollution on the Performance of Football Players,Jianglong Li|Shiqiang Sun|Mun S. Ho,2024,9,NOT Open Access,,https://doi.org/10.1177/15270025241260031
Air Pollution and Mental Health: Evidence from China,Shuai Chen|Paulina Oliva|Peng Zhang,2018,179,Open Access,"A large body of literature estimates the effect of air pollution on health. However, most of these studies have focused on physical health, while the effect on mental health is limited. Using the China Family Panel Studies (CFPS) covering 12,615 urban residents during 2014 -2015, we find significantly positive effect of air pollution -instrumented by thermal inversions -on mental illness. Specifically, a one-standard-deviation (18.04 g/m3) increase in average PM 2.5 concentrations in the past month increases the probability of having a score that is associated with severe mental illness by 6.67 percentage points, or 0.33 standard deviations. Based on average health expenditures associated with mental illness and rates of treatment among those with symptoms, we calculate that these effects induce a total annual cost of USD 22.88 billion in health expenditures only. This cost is on a similar scale to pollution costs stemming from mortality, labor productivity, and dementia.",https://doi.org/10.3386/w24686
Severe Air Pollution and Labor Productivity: Evidence from Industrial Towns in China,Jiaxiu He|Haoming Liu|Alberto Salvo,2015,35,Open Access,,https://doi.org/10.2139/ssrn.2581311
