longDBName,shortDBName,an,title,abstract,publicationDate,contributors,docTypes,pubTypes,coverDate,peerReviewed,source,subjects,isiType,doids,isbns,issns,publisherLocations,identifiers,isOpenAccess,bookEdition,language,publisher,pageEnd,pageStart,pageCount,volume,issue,doi,notes,mid,degreeLevel,plink,articleType,citedByCount,retracted,retractionNote
EconLit with Full Text,eoh,1956786,Does Air Pollution Affect Earnings Management? Evidence from China,"By utilizing listed firms in China from 2014 to 2018, this paper investigates how air pollution affects firms' accrual earnings management. Empirical results show that higher air pollution promotes a firm's earnings management. Next, we conduct a series of robustness checks, including a random discontinuity design regression and an instrumental variable regression; and confirm the causal effect of air pollution on companies' earnings manipulation behaviors. Our results indicate that air pollution affects earnings management by lowering labor productivity and strengthening executives' negative sentiments. In the additional analysis, air pollution transfers firms' real earnings management to accrual earnings management. Finally, we found that the positive effect of air pollution on earnings management is more pronounced in firms in low polluting industries and non-state-owned firms. In summary, our study not only enriches the literature on how the external natural environment reshapes firms' behaviors but also contributes to the literature on the determinants of firms' earnings management. Our research could also provide policy implications for developing countries to balance the relationship between environmental protection and economic development.",20220401,"Jiang, Dequan ; Li, Weiping ; Shen, Yongjian ; Yu, Shuangli",Journal Article,Journal Article,April 2022,true,Pacific-Basin Finance Journal,Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure; Value of Firms; Goodwill ; Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products ; Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance ; Socialist Systems and Transitional Economies: Natural Resources; Energy; Environment ; Socialist Institutions and Their Transitions: Financial Economics ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling,JOUR,,,0927-538X,,,,,eng,,,,,72,,10.1016/j.pacfin.2022.101737,,,,https://research.ebsco.com/plink/d1f5dd8e-5a1f-3401-a6f2-f5a634972854,,,,
EconLit with Full Text,eoh,1733718,"Why Are Firms That Export Cleaner? International Trade, Abatement and Environmental Emissions","This paper proposes a detailed mechanism for why exporting firms may have a lower emission intensity when emissions are subject to an environmental tax. This mechanism of our model is supported by Swedish firm-level data. Our mechanism runs through firms' endogenous investments in abatement. Firms' abatement investments depend on their production volumes, since a larger scale allows them to spread the fixed costs of abatement investment across more units. Production volumes increase in firm productivity and, as a consequence, firms' emission intensity is negatively related to firm productivity. Exporting also leads to higher production volumes and thereby to a lower emission intensity. Thus, trade has an effect on emissions independently of firm productivity. Trade therefore leads to higher but cleaner production. The overall effect of trade on emissions is neutral in our model. Trade liberalization does not affect aggregate emissions in our benchmark case of symmetric countries.",20180901,"Forslid, Rikard ; Okubo, Toshihiro ; Ulltveit-Moe, Karen Helene",Journal Article,Journal Article,September 2018,true,Journal of Environmental Economics and Management,"Production; Cost; Capital; Capital, Total Factor, and Multifactor Productivity; Capacity ; Empirical Studies of Trade ; Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Climate; Natural Disasters and Their Management; Global Warming",JOUR,,,0095-0696,,,,,eng,,183,166,18,91,,10.1016/j.jeem.2018.07.006,,,,https://research.ebsco.com/plink/c4b72221-4d30-32af-8c86-e66df435b4e7,,,,
EconLit with Full Text,eoh,1486379,"Air Pollution and Its Determinants: The Case Study of SPM, and SO2 Emissions in Iran Manufacturing Industries. (In Farsi. With English summary.)","Economic development is one of the major policies of a country concerned with industry and technology on one hand and how it leads to environmental pollution on the other hand. The experiences of developed countries show that economic development with emphasis on the industry sector, without any attention to environment, can create serious problem against sustainable development. Industrialization has caused increasing energy consumption and therefore air pollution. It's so important to consider the relationship between industrial activities and industrial pollution in developing countries, because the industry sector has a basic role in the development process of these countries. Therefore the aim of this study is examining and qualifying of the linkage between industrial activity and air pollution, using an industry-level dataset of Iran's manufacturing industries during the period 1995-2007. The result of the study shows that air pollution is a positive function of energy consumption, industrial activity and physical capital intensity and also is a negative function of labor productivity, fuel price and human skill intensity.",20100901,"Nasrollahi, Zahra ; Gulak, Marzieh Ghaffari",Journal Article,Journal Article,Autumn 2010,,Quarterly Journal of the Economic Research,Human Capital; Skills; Occupational Choice; Labor Productivity ; Industry Studies: Manufacturing: General ; Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products ; Industrialization; Manufacturing and Service Industries; Choice of Technology ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Environmental Economics: Government Policy,JOUR,,,1735-6768,,,,,Farsi,,95,75,21,,3,,,,,https://research.ebsco.com/plink/899f9242-2aca-3029-b17e-98b677fe4727,,,,
EconLit with Full Text,eoh,1852942,The Impacts of Environmental Pollution and Brain Drain on Income Inequality,"This paper establishes a two-sector general equilibrium model of a small open economy to examine the impact of environmental pollution on income inequality via brain drain. The results of the equilibrium modelling show that environmental pollution in the source country can widen the income gap between skilled and unskilled workers and that brain drain caused by environmental pollution will amplify this effect; furthermore, improving the environmental quality in the recipient country will widen the skilled-unskilled income gap in the source country. Our empirical results show that deteriorating the environmental quality in the source country increases income inequality and that brain drain caused by environmental quality will amplify the effect. Our sample is divided into four sub-samples: stage of national development, level of national income, status of environmental pollution and situation of brain drain. We find that environmental pollution has different effects on income inequality via brain drain in these sub-samples. Comparing the heterogeneous components of environmental quality, we find that brain drain caused by diminished ecosystem vitality and by air quality affecting human health will widen income inequality but that other factors related to environmental quality have no significant impacts on the effect of brain drain on income inequality. The results of a robustness test support these conclusions.",20200801,"Li, Baoxi ; Cheng, Shixiong ; Xiao, De",Journal Article,Journal Article,August 2020,true,China Economic Review (1043951X),"Personal Income, Wealth, and Their Distributions ; General Equilibrium and Disequilibrium: General ; Equity, Justice, Inequality, and Other Normative Criteria and Measurement ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Geographic Labor Mobility; Immigrant Workers ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling",JOUR,,,1043-951X,,,,,eng,,,,,62,,10.1016/j.chieco.2020.101481,,,,https://research.ebsco.com/plink/96652573-b12c-35a5-a5aa-12cc00ecd7e9,,,,
EconLit with Full Text,eoh,1914596,Long-Run Pollution Exposure and Mortality: Evidence from the Acid Rain Program,"We estimate the effects of long-run pollution exposure on mortality by exploiting the United States Acid Rain Program (ARP) as a natural experiment. We use a difference-in-differences design to compare changes in adult mortality over time driven by installations of sulfur controls on power plants, combined with a model of atmospheric pollution transport. We find that sulfur controls reduced pollution immediately, with smaller relative improvements in the following years. Mortality reductions started small and grew steadily, suggesting cumulative health effects over time. We also find persistent mortality effects for those 35-64 years of age, suggesting the ARP had large productivity gains for the working-age population.",20210801,"Barreca, Alan I. ; Neidell, Matthew ; Sanders, Nicholas J.",Journal Article,Journal Article,August 2021,true,Journal of Public Economics,Health Behavior ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Electric Utilities ; Valuation of Environmental Effects ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling,JOUR,,,0047-2727,,,,,eng,,,,,200,,10.1016/j.jpubeco.2021.104440,,,,https://research.ebsco.com/plink/424e5f94-021c-3cb0-a060-09c966db7f78,,,,
EconLit with Full Text,eoh,1911782,Correction To: Urban Environmental Quality and Out-Migration Intentions,,20210801,"Balcar, Jiri ; Sulak, Jan",Journal Article,Journal Article,August 2021,,Annals of Regional Science,"Human Capital; Skills; Occupational Choice; Labor Productivity ; Geographic Labor Mobility; Immigrant Workers ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Urban, Rural, Regional, Real Estate, and Transportation Economics: Regional Migration; Regional Labor Markets; Population; Neighborhood Characteristics",JOUR,,,0570-1864 ; 1432-0592,,,,,eng,Springer Nature,243,243,1,67,1,10.1007/s00168-021-01065-y,,,,https://research.ebsco.com/plink/8f338a0f-66b1-3e6a-a651-944e3be1eba3,,,,
EconLit with Full Text,eoh,2069946,"Environmental Subsidy Disruption, Skill Premiums and ESG Performance","Government environmental subsidies play an important role in the sustainable development process. However, environmental subsidies are usually time-limited, and once they are disrupted, firms may seek external financing to improve their ESG performance. To examine the impact of environmental subsidy disruption on corporate ESG performance, we collect data on Chinese A-share firms listed on the Shanghai or Shenzhen stock exchanges from 2011 to 2019 and construct a Difference-in-Difference (DID) model. Our findings suggest that the disruption of environmental subsidies significantly positively affects corporate ESG performance. In terms of potential mechanism exploration, the industry skill premium is the mechanism caused by the disruption of environmental subsidies to improve corporate ESG performance. The higher the industry skill premium, the greater the contribution of environmental subsidies disruption to corporate ESG performance. Heterogeneity analysis shows that the positive impact of environmental subsidy disruption on corporate ESG performance is more significant for firms in high energy-consuming and heavy-polluting industries. In addition, the disruption of environmental subsidies has a significant positive impact on the ESG performance of both state and non-state-owned firms. Our study provides evidence for understanding the impact of subsidy shocks on ESG performance and makes a breakthrough in explaining the motivation for skill premium to promote ESG performance.",20231101,"Zhang, Dongyang ; Meng, Li ; Zhang, Jintao",Journal Article,Journal Article,November 2023,true,International Review of Financial Analysis,"Human Capital; Skills; Occupational Choice; Labor Productivity ; Corporate Culture; Diversity; Social Responsibility ; Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products ; Economic Development: Human Resources; Human Development; Income Distribution; Migration ; Socialist and Transitional Economies: Natural Resources; Energy; Environment ; Socialist Institutions and Their Transitions: Consumer Economics; Health; Education and Training: Welfare, Income, Wealth, and Poverty ; Environmental Economics: General",JOUR,,,1057-5219,,,,,eng,,,,,90,,10.1016/j.irfa.2023.102862,,,,https://research.ebsco.com/plink/0dc71811-42fc-3356-a6e4-2c74c8684fd1,,,,
EconLit with Full Text,eoh,1093397,Exporting and Environmental Performance: A Firm-Level Productivity Analysis,"The objective of this paper is to study empirically the relationship between export orientation and firms' environmental performance from different perspectives of trade theory. On the one hand, productivity heterogeneity is analysed within the new trade-theoretical framework. The approach followed is to determine firm-level productivity components, including an environmental productivity indicator (as a performance measure) and taking as reference the Spanish food industry. On the other hand, from the traditional comparative advantage perspective, this study also develops an export performance model to evaluate the effect of technology, environmental variables, and factor endowment on exporting. The results show greater environmental productivity and corporate efficiency for export-oriented firms. Our findings also determine the positive effect on firms' export intensity of environmental performance as a factor of specialisation and technology proficiency.",20100101,"Galdeano-Gomez, Emilio",Journal Article,Journal Article,January 2010,true,World Economy,"Trade and Environment ; Firm Performance: Size, Diversification, and Scope ; Food; Beverages; Cosmetics; Tobacco; Wine and Spirits ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects ; Environment and Development; Environment and Trade; Sustainability; Environmental Accounts and Accounting; Environmental Equity; Population Growth",JOUR,,,0378-5920 ; 1467-9701,,,,,eng,Wiley-Blackwell,88,60,29,33,1,,,,,https://research.ebsco.com/plink/5ce4772b-ef42-36b7-ae81-ea12920785bc,,,,
EconLit with Full Text,eoh,1448824,Trade and the Environment: The Role of Firm Heterogeneity,"In this paper, we derive a new effect of trade liberalization on the quality of the environment. We show that in the presence of heterogeneous firms, the aggregate volume of emissions is influenced by a reallocation effect resulting from an increase in the relative size of more productive firms. The relative importance of this reallocation effect and the scale effect well-known from the literature is affected by the emission intensity at the firm level. Domestic emissions decrease as a result of a unilateral tariff reduction if and only if firm-specific emission intensity decreases strongly with increasing firm productivity. As a result of the induced change in foreign emissions, domestic pollution can increase even if domestic emissions decrease.",20140501,"Kreickemeier, Udo ; Richter, Philipp M.",Journal Article,Journal Article,May 2014,true,Review of International Economics,Firm Behavior: Theory ; Trade and Environment ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects ; Environment and Development; Environment and Trade; Sustainability; Environmental Accounts and Accounting; Environmental Equity; Population Growth,JOUR,,,0965-7576 ; 1467-9396,,,,,eng,Wiley-Blackwell,225,209,17,22,2,,,,,https://research.ebsco.com/plink/82a5dd4c-bf72-3690-ad55-ad9e0c9d4836,,,,
EconLit with Full Text,eoh,2000559,The Influence of Environmental Protection Tax Law on Total Factor Productivity: Evidence from Listed Firms in China,"The Environmental Protection Tax Law (EPTL) is one of the major environmental policies announced by Chinese authorities in recent years. It aims to push corporate firms to boost their production efficiency, reduce pollutant emissions, and promote sustainable growth nationwide. Nonetheless, its impact on firms' total factor productivity (TFP) has yet to be studied. Therefore, we adopt a difference-in-differences approach to explore whether this policy improves firms' TFP, based on a sample of all A-shares from 2015 to 2020. We divide sample firms into heavy polluters and others and demonstrate that the EPTL promotes heavy polluters' TFP. This empirical result holds after various robustness tests. We also conduct a series of additional tests to explore how this policy affect firms' TFP under different situations: a) the dynamic effect analysis shows that the EPTL's TFP-promoting effect will increase over time; b) the quantile analysis reveals that the EPTL has a stronger promoting effect on firms with lower rather than higher TFP levels; c) the threshold effect analysis shows that the TFP-promoting effect of the EPTL increases exponentially after threshold values for research and development investment, government subsidies, and firm profitability are exceeded; and d) the difference-in-differences-in-differences approaches reveal that the EPTL has a worse impact on firms with political connections and those located in provinces where EPTL tax rates increased relative to those in preceding legislation. These findings suggest that the Chinese government should adhere to implementing this policy in the long term and encourage firms to increase their research and development investments. In addition, it should provide special aid to mitigate the EPTL's negative impact on politically connected firms and firms located in province where tax rates increased.",20220901,"He, Yu ; Zhu, Xiaobo ; Zheng, Huan",Journal Article,Journal Article,September 2022,true,Energy Economics,"Production; Cost; Capital; Capital, Total Factor, and Multifactor Productivity; Capacity ; Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies ; Tax Law ; Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products ; Socialist and Transitional Economies: Natural Resources; Energy; Environment ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Environment and Development; Environment and Trade; Sustainability; Environmental Accounts and Accounting; Environmental Equity; Population Growth",JOUR,,,0140-9883,,,,,eng,,,,,113,,10.1016/j.eneco.2022.106248,,,,https://research.ebsco.com/plink/5859753a-4346-3ec8-bb88-5262c2981c91,,,,
EconLit with Full Text,eoh,1536360,Correcting the Market Failure in Work Trips with Work Rescheduling: An Analysis Using Bi-level Models for the Firm-Workers Interplay,"Compulsory trips (e.g., work trips) contribute with the major part of the congestion in the morning peak. It also prevents the society to reach a social optimum (the solution that maximizes welfare) because the presence of the private utility of one the agents (the firm), acting as a dominant agent, does not account for the additional costs imposed in their workers (congestion) as well as the costs imposed to the rest of the society (i.e., congestion, pollution). In this paper, a study of a strategy to influence the demand generator by relaxing the arrival constraints is presented. Bi-level programming models are used to investigate the equilibrium reached from the firm-workers interplay which helps to explain how the market failure arises. The evaluation includes the use of incentives to induce the shift to less congested periods and the case of the social system optimum in which a planner objective is incorporated as a third agent usually seeking to improve social welfare (improve productivity of the firm while at the same time reduce the total system travel time). The later is used to show that it is possible to provide a more efficient solution which better off society. A numerical example is used to (1) show the nature of the market failure, (2) evaluate the social system optimum, and (3) show how a congestion tax or an optimal incentive can help to correct the market failure. The results also corroborate that these mechanisms are more likely to be more efficient when firms face little production effects on time and workers do not high opportunity costs for starting at off peak periods.",20150901,"Yushimito, Wilfredo F. ; Ban, Xuegang ; Holguin-Veras, Jose",Journal Article,Journal Article,September 2015,true,Networks & Spatial Economics,"Railroads and Other Surface Transportation ; Transportation: Demand, Supply, and Congestion; Travel Time; Safety and Accidents; Transportation Noise",JOUR,,,1566-113X ; 1572-9427,,,,,eng,Springer Nature,915,883,33,15,3,10.1007/s11067-013-9213-7,,,,https://research.ebsco.com/plink/5251be4f-36fc-3945-a7f2-dcb64f9aa628,,,,
EconLit with Full Text,eoh,0957901,"Unemployment, Trans-boundary Pollution, and Environmental Policy in a Dualistic Economy","This study is intended to examine the effects of environmental policies on employment, the use of polluting goods, and the unemployment rate under a model introducing trans-boundary pollution affecting the productivity of the other productive sectors. That model was designed by Copeland and Taylor (1999), and transformed into a dualistic economy model constructed by Harris and Todaro (1970). Results of our analyses show that enforcement of environmental policy through control of emissions taxes does not necessarily worsen urban unemployment. Therefore, we show that it is not usually proper to maintain that some environmental pollution cannot be avoided to establish economic development. Moreover, we analyze the effect of some environmental policies on social welfare and discuss the effectiveness of those policies.",20070701,"Fukuyama, Hirofumi ; Naito, Tohru",Journal Article,Journal Article,July 2007,true,Review of Urban & Regional Development Studies,Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies ; Environmental Economics: Government Policy,JOUR,,,0917-0553 ; 1467-940X,,,,,eng,Wiley-Blackwell,172,154,19,19,2,,,,,https://research.ebsco.com/plink/badcc5fb-b4a4-37c3-bcd1-02c74b7c3e6b,,,,
EconLit with Full Text,eoh,1939914,"Efficiency Wages, Unemployment, and Environmental Policy","We study the incidence of pollution taxes and their impact on unemployment in an analytical general equilibrium efficiency wage model. We find closed-form solutions for the effect of a pollution tax on unemployment, factor prices, and output prices, and we identify and isolate different channels through which these general equilibrium effects arise. An effect arising from the efficiency wage specification depends on the form of the workers' effort function. Numerical simulations further illustrate our results and show that this efficiency wage effect can fully offset the sources-side incidence results found in models that omit it.",20211201,"Heutel, Garth ; Zhang, Xin",Journal Article,Journal Article,December 2021,true,Energy Economics,Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies ; Wage Level and Structure; Wage Differentials ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Environmental Economics: Government Policy,JOUR,,,0140-9883,,,,,eng,,,,,104,,10.1016/j.eneco.2021.105639,,,,https://research.ebsco.com/plink/a7982a03-2cad-37ea-bc81-c80a5262769d,,,,
EconLit with Full Text,eoh,1915466,Environmental Policies in a Stagnant Economy,"In this study, we examine the impact of environmental policies on consumption and pollution emissions in the cases of full employment and stagnant economy using a dynamic optimization model featuring a monetary economy with persistent unemployment. If full employment prevails, environmental policies such as emission tax and public pollution abatement will naturally crowd out commodity production and thereby decrease consumption. However, if there is unemployment, environmental policies stimulate consumption and production by increasing the total employment and mitigating deflation, simultaneously generating additional pollution emissions. Net pollution emissions may eventually increase. We also examine the optimal environmental policy mix.",20210901,"Ikefuji, Masako ; Ono, Yoshiyasu",Journal Article,Journal Article,September 2021,true,Economic Modelling,Macroeconomics: Consumption; Saving; Wealth ; Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Business Fluctuations; Cycles ; Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Environmental Economics: Government Policy,JOUR,,,0264-9993,,,,,eng,,,,,102,,10.1016/j.econmod.2021.105574,,,,https://research.ebsco.com/plink/6b4d9e05-67d2-32a0-9d7a-790b05f543c8,,,,
EconLit with Full Text,eoh,0974966,Relief for the Environment? The Importance of an Increasingly Unimportant Industrial Sector,"Deindustrialization, stagnant real incomes of production workers, and increasing inequality are latter day features of many economies. It is common to assume that such developments pressure policymakers to relax environmental standards. However, when heavily polluting industries become less important economically, their political importance also tends to diminish. Consequently, a regulator may increase the stringency of environmental policies. Like some other studies, we find that declining industrial employment translates into stricter environmental standards. In contrast to previous studies, but consistent with our argument, we find that greater income inequality is associated with policies that promote a cleaner environment.",20080401,"Gassebner, Martin ; Gaston, Noel ; Lamla, Michael J.",Journal Article,Journal Article,April 2008,true,Economic Inquiry,Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Industrial Organization and Macroeconomics: Industrial Structure and Structural Change; Industrial Price Indices ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects ; Environmental Economics: Government Policy,JOUR,,,0095-2583 ; 1465-7295,,,,,eng,Wiley-Blackwell,178,160,19,46,2,,,,,https://research.ebsco.com/plink/ea2c5a7e-ed31-3579-ac3d-7c65fafb5e36,,,,
EconLit with Full Text,eoh,1849179,Correcting Agglomeration Economies: How Air Pollution Matters,"This paper aims to correct standard measures of agglomeration economies to account for air pollution. This paper examines the impact of nitrogen oxide (NOX) a pollutant mainly released by transportation on worker productivity. Literature on agglomeration economies highlights the positive role of employment density on productivity, without accounting for the negative impacts of local pollutants. First, standard estimates of agglomeration economies for the 304 French employment areas are in line with the literature. Then, we introduce the variable (NOX) emissions and, once pollution is accounted for, the estimated direct impact of agglomeration externalities on productivity are lower by more than 13 per cent.",20170601,"Drut, Marion ; Mahieux, Aurelie",Journal Article,Journal Article,June 2017,,Papers in Regional Science,"Human Capital; Skills; Occupational Choice; Labor Productivity ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Regional Economic Activity: Growth, Development, Environmental Issues, and Changes ; Urban, Rural, Regional, Real Estate, and Transportation Economics: Regional Migration; Regional Labor Markets; Population; Neighborhood Characteristics",JOUR,,,1056-8190 ; 1435-5957,,,,,eng,,400,381,20,96,2,,,,,https://research.ebsco.com/plink/c32c0b25-21c1-313f-a965-5dac7abef59d,,,,
EconLit with Full Text,eoh,1925967,Closing the Loop in a Circular Economy: Saving Resources or Suffocating Innovations?,"Policymakers around the world are increasingly embracing the idea of a ""circular economy"" (CE), an economy built on the principle of reuse of materials and produced goods through recycling, refurbishing, and extended product life. By using less new materials per unit of value added, a CE is considered good for both the environment and the economy. Yet closing the material loop also changes the structure of the economy and the incentives for labor- and resource-productivity enhancing innovations. The overall economic impact is thus not so clear. This paper develops a two-sector endogenous growth model with Schumpeterian innovation, in which the primary sector continuously develops new products and uses primary resources in production, while the secondary sector refurbishes retired products for reuse. We show that increased refurbishing increases short-run consumption, but reduces resource prices (relative to wages) and crowds out the incentives for developing new, possibly less resource-intensive products. If innovations are strongly resource-saving, raising the refurbishing rate leads to a net economic loss.",20211001,"Zhou, Sophie ; Smulders, Sjak",Journal Article,Journal Article,October 2021,true,European Economic Review,"Macroeconomics: Consumption; Saving; Wealth ; Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Innovation and Invention: Processes and Incentives ; One, Two, and Multisector Growth Models ; Nonrenewable Resources and Conservation: Demand and Supply; Prices ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Environment and Development; Environment and Trade; Sustainability; Environmental Accounts and Accounting; Environmental Equity; Population Growth",JOUR,,,0014-2921,,,,,eng,,,,,139,,10.1016/j.euroecorev.2021.103857,,,,https://research.ebsco.com/plink/d5c0fc56-40b3-3a28-a8ee-442fbf456a43,,,,
EconLit with Full Text,eoh,2033024,The Effects of Tourism Promotion on Unemployment and Welfare in the Presence of Environmental Protection and an Agricultural Subsidy,,20180101,"Yabuuchi, Shigemi ; Kemp, Murray",Collective Volume Article,Collective Volume Article,2018,,Recent Developments in Normative Trade Theory and Welfare Economics,Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies ; Agricultural Policy; Food Policy; Animal Welfare Policy ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Environmental Economics: Government Policy ; Tourism: Industry Studies ; Tourism and Development,CHAP,,978-981-10-8614-4 ; 978-981-10-8615-1,,,,,,eng,"Edited by Binh Tran-Nam, Makoto Tawada, and Masayuki Okawa. New Frontiers in Regional Science: Asian Perspectives series, vol. 26. New York: Springer Nature, Springer",139,127,13,,,,,,,https://research.ebsco.com/plink/0aaa58fd-68fb-3c53-9ff5-f1eb6c3206da,,,,
EconLit with Full Text,eoh,1157877,Environmentally Oriented Innovative Strategies and Firm Performance in Services: Micro-evidence from Italy,"This paper aims at analysing the impact of environmentally oriented innovative strategies on firms' economic performance in terms of employment, turnover and labour productivity growth. We exploit a unique dataset of 773 Italian service firms with 20 or more employees, based on 1993-1995 Community Innovation Survey (CIS) II data on innovation strategies and 1995-1998 System of the Enterprise Account (SEA). Using a Gibrat-like empirical model, our findings show a negative link between environmental motivations and growth in employment and turnover in the short term, which then associates to a not significant or even negative effect on labour productivity growth, a result which is explainable by various factors: non-mature markets; early movers that need more time to grasp the benefits of innovative actions; weaknesses of some service branches. The effect on employment is in part compatible with the existing evidence and may be based on efficiency improvements (dematerialisation processes), which also impact on efficiency by reducing workforce numbers. The effect on turnover of environmental innovation strategy is negative, implying either a short-medium effect, possibly balanced in the long run by net benefits in terms of higher added value, or a real negative impact, which may be contingent on the period of observation, when environmental strategies where not at the heart of strategic management policies. Neither Porter-like effects nor virtuous circles among environmentally strategies and performance seem to be present, at least in the short run and for services firms, calling for the necessity of further analyses on medium- long-term effects and performances of specific service branches. Though effects on performances could turn out positive in the long run when mature green markets and investments provide their benefits, our evidence highlights that services could still find hard times in tackling the well-known low productivity 'disease' even in the environmental realm.",20110101,"Cainelli, Giulio ; Mazzanti, Massimiliano ; Zoboli, Roberto",Journal Article,Journal Article,January 2011,true,International Review of Applied Economics,"Firm Performance: Size, Diversification, and Scope ; Innovation and Invention: Processes and Incentives ; Management of Technological Innovation and R&D ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects ; Environmental Economics: Technological Innovation",JOUR,,,0269-2171 ; 1465-3486,,,,,eng,Taylor & Francis Ltd,85,61,25,25,1,,,,,https://research.ebsco.com/plink/87a9757e-af58-3f56-a1a6-0836b7c530a7,,,,
EconLit with Full Text,eoh,0955648,Modelling the Health Related Benefits of Environmental Policies and Their Feedback Effects: A CGE Analysis for the EU Countries with GEM-E3,"A number of recent studies on taxation in the presence of externalities in a second-best framework consider the implications of taking into account the feedback effects of environmental quality. This paper explores by means of GEM-E3, a computable general equilibrium model for the EU countries, the importance of the feedback effects of the health related benefits from an environmental policy. The modelling framework implemented in GEM-E3 allows for three channels through which the feedback can occur: a decrease in medical expenditure, an increase in the consumers available time and an increase of labour productivity in the production sectors. The results show that the explicit modelling of the health related effect of air pollution on consumers and producers allows for a more precise evaluation of the impact of environmental policies on private consumption and employment. Relative to the included benefits the feedback effects are large. However, in terms of global effect, the impacts of the feedback are small, compared to the standard GEM-E3 model where the health related benefits are evaluated ex-post.",20080101,"Mayeres, Inge ; Van Regemorter, Denise",Journal Article,Journal Article,2008,true,Energy Journal,Health Behavior ; Environmental Economics: Government Policy,JOUR,,,0195-6574 ; 1944-9089,,,,,eng,Sage Publications Inc.,150,135,16,29,1,,,,,https://research.ebsco.com/plink/0b3b904d-1831-378f-824c-8e9b8f3d50d3,,,,
