longDBName,shortDBName,an,title,abstract,publicationDate,contributors,docTypes,pubTypes,coverDate,peerReviewed,source,subjects,isiType,doids,isbns,issns,publisherLocations,identifiers,isOpenAccess,bookEdition,language,publisher,pageEnd,pageStart,pageCount,volume,issue,doi,notes,mid,degreeLevel,plink,articleType,citedByCount,retracted,retractionNote
EconLit with Full Text,eoh,1532000,Globalization and the Environment of China,"Ten papers investigate the environmental influence of globalization and China. Papers discuss comparative environmental regulation and foreign investment inflows--whether China is a pollution haven (Maoliang Bu, ChinTe Lin, and Shuwen Zhai); the environmental impact of foreign direct investment toward host countries (Boqiong Yang, Jun Yang, and Qiran Zhao); the environmental impact of foreign versus domestic capital investment in China (Boqiong Yang, Stephan Brosig, and Jianguo Chen); foreign direct investment and pollution havens hypothesis--firm-level panel data evidence from China (Bu, Zhai, Jie Zhang, and Wenping Zheng); whether multinational enterprises in China are cleaner or dirtier than their local counterparts (Boqiong Yang and Chen); corporate social responsibility and the pollution haven hypothesis--evidence from multinationals' investment decision in China (Bu, Zhibiao Liu, Marcus Wagner, and Xiaohua Yu); environmental regulation and firm productivity in China (Sanfeng Zhang, Bu, and Huafan Yang); environmental regulation and the heterogeneity of industrial selection of foreign investment (Boqiong Yang, Xiaobing Wang, and Jun Yang); the distribution of foreign direct investment in China's pollution-intense industries (Boqiong Yang); and whether lax environmental regulations attract Chinese outward foreign investment--evidence from microdata (Bu and Ruifeng Huo). Bu is Assistant Professor in the School of Business at Nanjing University and Adjunct Professor at the Hopkins-Nanjing Center. Yang is Lecturer in the School of Economics and Management at Beijing Agricultural University. No index.",20140101,"Bu, Maoliang ; Yang, Boqiong",Book,Book,2014,,Globalization and the Environment of China,"Economic Impacts of Globalization: Environment ; Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products ; Socialist Systems and Transitional Economies: Natural Resources; Energy; Environment ; Multinational Firms; International Business ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects ; Production; Cost; Capital; Capital, Total Factor, and Multifactor Productivity; Capacity ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling",BOOK,,978-1-78441-179-4,,,,,,eng,"Frontiers of Economics and Globalization, vol. 14. Bingley, UK: Emerald; distributed by Turpin Distribution, Biggleswade, UK",198,,,,,,,,,https://research.ebsco.com/plink/108aceff-7426-3005-9929-9fb81106e4af,,,,
EconLit with Full Text,eoh,0990760,Sectoral Energy- and Labour-Productivity Convergence,,20070101,"Mulder, Peter ; de Groot, Henri L. F. ; Bretschger, Lucas ; Smulders, Sjak",Collective Volume Article,Collective Volume Article,2007,,Sustainable Resource Use and Economic Dynamics,Human Capital; Skills; Occupational Choice; Labor Productivity ; Industrial Organization and Macroeconomics: Industrial Structure and Structural Change; Industrial Price Indices ; Industry Studies: Manufacturing: General ; Industry Studies: Services: General ; Energy: Demand and Supply; Prices ; Energy and the Macroeconomy ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling,CHAP,,978-1-4020-6292-6,,,,,,eng,"Economics of Non-Market Goods and Resources, vol. 10. Dordrecht: Springer",190,165,26,,,,,,,https://research.ebsco.com/plink/a9a6f60a-d459-31ba-ab4b-0e2a63cbafe0,,,,
EconLit with Full Text,eoh,1233114,"Clean Tech, Clean Profits: Nuclear Power",,20100101,"Knowles-Rapson, Roane ; Jolly, Adam",Collective Volume Article,Collective Volume Article,2010,,"Clean Tech, Clean Profits: Using Effective Innovation and Sustainable Business Practices to Win in the New Low-Carbon Economy",Human Capital; Skills; Occupational Choice; Labor Productivity ; Safety; Job Satisfaction; Related Public Policy ; Alternative Energy Sources ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Environmental Economics: Technological Innovation,CHAP,,978-0-7494-6117-1,,,,,,eng,"London and Philadelphia: Kogan Page; distributed by Ingram Publisher Services, La Vergne, Tenn.",102,97,6,,,,,,,https://research.ebsco.com/plink/d6f1ae4f-2636-3c8d-a17c-019d001aa4cb,,,,
EconLit with Full Text,eoh,1233107,"Clean Tech, Clean Profits: The Policy Framework",,20100101,"Salomone, Roger ; Jolly, Adam",Collective Volume Article,Collective Volume Article,2010,,"Clean Tech, Clean Profits: Using Effective Innovation and Sustainable Business Practices to Win in the New Low-Carbon Economy",Business Taxes and Subsidies including sales and value-added (VAT) ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Technological Change: Government Policy ; Alternative Energy Sources ; Energy: Government Policy ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Environmental Economics: Technological Innovation,CHAP,,978-0-7494-6117-1,,,,,,eng,"London and Philadelphia: Kogan Page; distributed by Ingram Publisher Services, La Vergne, Tenn.",63,57,7,,,,,,,https://research.ebsco.com/plink/6ec2fed3-53dd-3e03-b25b-3c4bc3b876a5,,,,
EconLit with Full Text,eoh,1120838,Optimal Taxation and Environmental Policy in a Decentralized Economic Federation with Environmental and Labor Market Externalities,"This paper concerns optimal taxation and environmental policy in the presence of transboundary environmental damage and labor market distortions, where the latter gives rise to wage bargaining externalities between countries. I consider a decentralized economic federation where the federal government chooses emission targets to be implemented by the national governments. The results show that the labor market externality will influence the target levels for emissions chosen by the central government. I then proceed to characterize the optimal tax policy at the national level. The decentralized federation structure produces incentives for the national governments to use the tax policy to influence the policies chosen by the federal level. It is shown how these objectives inter-act with the additional objective to minimize the distortion on the national labor market.",20100101,"Sjogren, Tomas",Journal Article,Journal Article,2010,true,Public Finance and Management,Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Taxation and Subsidies: Efficiency; Optimal Taxation ; Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Environmental Economics: Government Policy,JOUR,,,1523-9721,,,,,eng,,330,284,47,10,2,,,,,https://research.ebsco.com/plink/b19b697f-574b-39f2-8d88-547729553334,,,,
EconLit with Full Text,eoh,1464903,Country Performance Evaluation: The DEA Model Approach,"This study employs four data envelopment analysis (DEA) models to evaluate the performance efficiency of 21 OECD countries and assess whether the undesirable outputs are over-produced relative to desirable outputs. In evaluating the performance of OECD countries via super-efficiency models, this study focuses on two aspects. First, employing the concept of the Sharpe ratio, we propose another method to deal with undesirable outputs (the unemployment rate, inflation, and air pollution) in DEA. This approach can reveal the relative importance of desirable outputs and undesirable outputs, detect whether undesirable outputs are over-produced, and obtain more accurate efficiency scores. Second, we examine whether knowledge capital can improve a country's efficiency scores. Our empirical results support the above arguments. In addition, research and development (R&D) expenditures, the proxy variable for knowledge capital, can indeed improve countries' efficiency scores, implying that the endogenous growth theory is supported in OECD countries. Evidently, whether the undesirable outputs are included in the DEA models and are properly treated is crucial in the evaluation of efficiency values.",20140901,"Wu, Po-Chin ; Huang, Tzu-Hsien ; Pan, Sheng-Chieh",Journal Article,Journal Article,September 2014,true,Social Indicators Research,Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Price Level; Inflation; Deflation ; Innovation; Research and Development; Technological Change; Intellectual Property Rights: General ; Empirical Studies of Economic Growth; Aggregate Productivity; Cross-Country Output Convergence ; Climate; Natural Disasters and Their Management; Global Warming,JOUR,,,0303-8300 ; 1573-0921,,,,,eng,,849,835,15,118,2,10.1007/s11205-013-0443-3,,,,https://research.ebsco.com/plink/180d87b2-3756-35fd-8e23-d8450e3ca3ba,,,,
EconLit with Full Text,eoh,1795681,The Effect of Pollution and Heat on High Skill Public Sector Worker Productivity in China,"The quality of governance depends on public sector worker productivity. We use micro data from China to document that judges are less productive on polluted days. Building on the insights of Alchian and Kessel (1962), we discuss the role of organization design and the incentives of public versus for profit organizations in designing a workplace that reduces the productivity costs of local disamenities. We find that the public sector productivity elasticities are larger than published estimates of the private sector productivity elasticities with respect to pollution.",20190101,"Kahn, Matthew E. ; Li, Pei",Working Paper,Working Paper,2019,,The Effect of Pollution and Heat on High Skill Public Sector Worker Productivity in China,"Structure, Scope, and Performance of Government ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling",GEN,,,,,,,,eng,"National Bureau of Economic Research, Inc, NBER Working Papers: 25594",,,,,,,,,,https://research.ebsco.com/plink/5702a49c-52bb-3c35-b821-714a2117f5ad,,,,
EconLit with Full Text,eoh,1732610,Air Pollution and Mental Health: Evidence from China,"A large body of literature estimates the effect of air pollution on health. However, most of these studies have focused on physical health, while the effect on mental health is limited. Using the China Family Panel Studies (CFPS) covering 12,615 urban residents during 2014-2015, we find significantly positive effect of air pollution--instrumented by thermal inversions--on mental illness. Specifically, a one-standard-deviation (18.04 mug/m3) increase in average PM2.5 concentrations in the past month increases the probability of having a score that is associated with severe mental illness by 6.67 percentage points, or 0.33 standard deviations. Based on average health expenditures associated with mental illness and rates of treatment among those with symptoms, we calculate that these effects induce a total annual cost of USD 22.88 billion in health expenditures only. This cost is on a similar scale to pollution costs stemming from mortality, labor productivity, and dementia.",20180101,"Chen, Shuai ; Oliva, Paulina ; Zhang, Peng",Working Paper,Working Paper,2018,,Air Pollution and Mental Health: Evidence from China,Health and Economic Development ; Health: Government Policy; Regulation; Public Health ; Economywide Country Studies: Asia including Middle East ; Valuation of Environmental Effects ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling,GEN,,,,,,,,eng,"National Bureau of Economic Research, Inc, NBER Working Papers: 24686",,,,,,,,,,https://research.ebsco.com/plink/29066566-bb45-39d3-b4de-c614d2eb1f48,,,,
EconLit with Full Text,eoh,1057956,Can a Carbon Permit System Reduce Spanish Unemployment?,"This paper analyses the impact of carbon policy on unemployment in Spain and whether recycling the public revenues earned from permit auctions can alleviate this problem. While Spain's deviation from the European Union's intermediate emission goals is more serious than most other member countries' unemployment in Spain is also well above average for the European Union. We use a computable general equilibrium model that includes unemployment in the markets for unskilled and skilled labour. We find that introducing carbon permits does not aggravate Spanish unemployment. In fact, if supplied with revenue recycling schemes, unemployment rates may actually fall. Contrary to other European studies, we find that the best option is to reduce payroll taxes on relatively skilled types of labour. This reform is successful in both increasing labour demand and dampening the supply response to rising wages. However, while all of the recycling schemes generate dividends in terms of aggregate welfare, none entirely offsets the abatement costs.",20090701,"Faehn, Taran ; Gomez-Plana, Antonio G. ; Kverndokk, Snorre",Journal Article,Journal Article,July 2009,true,Energy Economics,Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Climate; Natural Disasters and Their Management; Global Warming ; Environmental Economics: Government Policy,JOUR,,,0140-9883,,,,,eng,,604,595,10,31,4,10.1016/j.eneco.2009.01.003,,,,https://research.ebsco.com/plink/257164d6-76c2-3dd2-97a9-6f899350d829,,,,
EconLit with Full Text,eoh,1677340,Three Essays on Environmental Economics: Effects of Air Pollution on Health and Human Capital,"This dissertation consists of three chapters. Chapter one examines whether spending different amount of time outdoors on weekends and weekdays change the estimates of the impact of ground level ozone on the incidents of respiratory disease and asthma in California. This chapter contributes to the literature that focuses on the short term effect of air pollution on public health. Using the American Time Use Survey data, Ifind that on average people spend 50 min outdoors on weekends more than weekdays. Incorporating this difference in estimating the health impact of ozone changes the results significantly, especially for adults 20-64. The specification also allows me to find a precise estimate for each day of the week. In chapter two I estimate the effect of exposure to ozone on skills of children aged 3 to 15 years. I use the Letter-Word (LW) test scores from the Panel Study of Income Dynamics (PSID) as a measure of children's skills. Due to omitted variable bias, OLS estimate of ozone effect on children's skill is positive and imprecisely estimated. To mitigate the omitted variable bias I use the instrumental variables approach. This method accounts for endogeneity of pollution. The effect of ozone on children's skills becomes negative but only marginally significant. In chapter three, I estimate a production function of skill formation for children 3 to 15 years old and simultaneously account for their childhood exposure to ozone. I find that a one standard deviation increase in ozone leads to a 0.07 standard deviation reduction in the LW test scores on average. The LW test score of 3 year olds drops by 0.10 standard deviation in response to one standard deviation increase in pollution levels, while for the 14 year olds this effect is only half as much, 0.04 standard deviation. I also find that households exhibit compensatory behavior and mitigate the negative effect of pollution by investing more on their children. I quantitatively demonstrate that certain policies, such as a reduction in pollution levels or income transfers to families, can remediate the negative impact of childhood exposure to pollution on adult outcomes.",20170501,"Vahedi, Sajad",Dissertation,Dissertation,May 2017,,Three Essays on Environmental Economics: Effects of Air Pollution on Health and Human Capital,Fertility; Family Planning; Child Care; Children; Youth ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Valuation of Environmental Effects ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling,GEN,,,,,,,,eng,Arizona State University,,,,,,,,,,https://research.ebsco.com/plink/05675d06-25ce-320f-ba93-285d98fb7b3a,,,,
EconLit with Full Text,eoh,1067990,Education in Microbiology as a Tool to Meet Challenges of Environmental Security,,20090101,"Filip, Zdenek ; Demnerova, Katerina ; Allen-Gil, Susan ; Stelljes, Lia ; Borysova, Olena",Collective Volume Article,Collective Volume Article,2009,,Addressing Global Environmental Security through Innovative Educational Curricula,Higher Education; Research Institutions ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Environment and Development; Environment and Trade; Sustainability; Environmental Accounts and Accounting; Environmental Equity; Population Growth ; Ecological Economics: Ecosystem Services; Biodiversity Conservation; Bioeconomics; Industrial Ecology,CHAP,,978-1-4020-9312-8 ; 978-1-4020-9313-5,,,,,,eng,NATO Science for Peace and Security Series C: Environmental Security. Dordrecht: Springer,214,205,10,,,,,,,https://research.ebsco.com/plink/438af8b3-8787-357c-adb2-3c3b8bab4968,,,,
EconLit with Full Text,eoh,0917073,Why Can an Environmental Policy Tax Promote Growth through the Channel of Education?,"This paper examines the implications of an environmental policy for growth performances. We develop a model where growth is driven by human capital accumulation. Firms invest in research to develop new technologies to reduce their pollution emissions and education is treated as product which not only enhances the productivity of individuals but also enters in their preferences. We find that a tighter environmental policy can promote growth. The reason is that a higher tax on pollution drives the prices of goods whose production is polluting up. This, in turn, enhances the willingness of individuals to acquire education.",20070401,"Grimaud, Andre ; Tournemaine, Frederic",Journal Article,Journal Article,April 2007,true,Ecological Economics,Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Economic Growth and Aggregate Productivity: General ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Environmental Economics: Technological Innovation ; Environmental Economics: Government Policy,JOUR,,,0921-8009,,,,,eng,,36,27,10,62,1,,,,,https://research.ebsco.com/plink/81431f65-efc4-3eda-b92e-b0731e431377,,,,
EconLit with Full Text,eoh,1905733,The Macroeconomic Effects of a Carbon Tax to Meet the U.S. Paris Agreement Target: The Role of Firm Creation and Technology Adoption,"We analyze the quantitative labor market and aggregate effects of a carbon tax in a framework with pollution externalities and equilibrium unemployment. Our model incorporates endogenous labor force participation and two margins of adjustment influenced by carbon taxes: firm creation and green production-technology adoption. A carbon-tax policy that reduces carbon emissions by 35 percent--roughly the emissions reductions that will be required under the Biden Administration's new commitment under the Paris Agreement--and transfers the tax revenue to households generates mild positive long-run effects on consumption and output; a marginal increase in the unemployment and labor force participation rates; and an expansion in the number and fraction of firms that use green technologies. In the short term, the adjustment to higher carbon taxes is accompanied by gradual gains in output and consumption and a negligible expansion in unemployment. Critically, abstracting from endogenous firm entry and green-technology adoption implies that the same policy has substantial adverse short- and long-term effects on labor income, consumption, and output. Our findings highlight the importance of these margins for a comprehensive assessment of the labor market and aggregate effects of carbon taxes.",20210101,"Finkelstein Shapiro, Alan ; Metcalf, Gilbert E.",Working Paper,Working Paper,2021,,The Macroeconomic Effects of a Carbon Tax to Meet the U.S. Paris Agreement Target: The Role of Firm Creation and Technology Adoption,"Consumption, Saving, Production, Investment, Labor Markets, and Informal Economy: General (includes Measurement and Data) ; Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Fiscal Policy ; Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies ; Technological Change: Choices and Consequences; Diffusion Processes ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects ; Environmental Economics: Technological Innovation",GEN,,,,,,,,eng,"Fondazione Eni Enrico Mattei, Working Papers: 2021.17",,,,,,,,,,https://research.ebsco.com/plink/43d07bb6-682d-3243-8861-902f669cbffd,,,,
EconLit with Full Text,eoh,1906461,The Macroeconomic Effects of a Carbon Tax to Meet the U.S. Paris Agreement Target: The Role of Firm Creation and Technology Adoption,"We analyze the quantitative labor market and aggregate effects of a carbon tax in a framework with pollution externalities and equilibrium unemployment. Our model incorporates endogenous labor force participation and two margins of adjustment influenced by carbon taxes: (1) firm creation and (2) green production-technology adoption. A carbon-tax policy that reduces carbon emissions by 35 percent--roughly the emissions reductions that will be required under the Biden Administration's new commitment under the Paris Agreement--and transfers the tax revenue to households generates mild positive long-run effects on consumption and output; a marginal increase in the unemployment and labor force participation rates; and an expansion in the number and fraction of firms that use green technologies. In the short term, the adjustment to higher carbon taxes is accompanied by gradual gains in output and consumption and a negligible expansion in unemployment. Critically, abstracting from endogenous firm entry and green-technology adoption implies that the same policy has substantial adverse short- and long-term effects on labor income, consumption, and output. Our findings highlight the importance of these margins for a comprehensive assessment of the labor market and aggregate effects of carbon taxes.",20210101,"Shapiro, Alan Finkelstein ; Metcalf, Gilbert E.",Working Paper,Working Paper,2021,,The Macroeconomic Effects of a Carbon Tax to Meet the U.S. Paris Agreement Target: The Role of Firm Creation and Technology Adoption,"Consumption, Saving, Production, Investment, Labor Markets, and Informal Economy: General (includes Measurement and Data) ; Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Fiscal Policy ; Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies ; Technological Change: Choices and Consequences; Diffusion Processes ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects ; Climate; Natural Disasters and Their Management; Global Warming ; Environmental Economics: Technological Innovation ; Environmental Economics: Government Policy",GEN,,,,,,,,eng,"National Bureau of Economic Research, Inc, NBER Working Papers: 28795",,,,,,,,,,https://research.ebsco.com/plink/491d938d-ec71-36f8-addb-e7716d245870,,,,
EconLit with Full Text,eoh,1327561,Trade and the Environment with Pre-existing Subsidies: A Dynamic General Equilibrium Analysis,"Countries that wish to erect trade barriers have a variety of instruments at their disposal. In addition to tariffs and quotas, countries can offer tax relief, low interest financing, reduced regulation, and other subsidies to domestic industries facing foreign competition. In a trade agreement, countries typically agree to reduce not only tariffs but also subsidies. We consider the effect of a free trade agreement on pollution emissions. We show that while reducing tariffs may indeed increase output and pollution, reductions in some subsidies required by the trade agreement reduce pollution in general equilibrium for reasonable parameter values. Reducing subsidies has three effects on pollution: (1) reducing subsidies to firms reduces pollution-causing capital accumulation, (2) if subsidized firms are more pollution intensive, then reducing subsides moves capital and labor from more to less pollution intensive firms, and (3) reducing subsidies concentrates production in more productive firms, increasing output and thus pollution. We derive straightforward conditions for which (1) and (2) outweigh (3). We then calibrate the model to China in 1997, and find that pollution has a more elastic response to reducing subsidies than to reducing tariffs. While a 5% reduction in tariffs increases all pollutants by approximately 1%, a 5% reduction in subsidies reduces pollution by 1.8-11.6%, depending on the pollutant. The reductions in pollution occur without any environmental side agreements or abatement policy changes.",20120901,"Bajona, Claustre ; Kelly, David L.",Journal Article,Journal Article,September 2012,true,Journal of Environmental Economics and Management,"Trade Policy; International Trade Organizations ; Trade and Environment ; Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products ; Socialist Systems and Transitional Economies: Natural Resources; Energy; Environment ; Socialist Institutions and Their Transitions: International Trade, Finance, Investment, Relations, and Aid ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Environment and Development; Environment and Trade; Sustainability; Environmental Accounts and Accounting; Environmental Equity; Population Growth",JOUR,,,0095-0696,,,,,eng,,278,253,26,64,2,10.1016/j.jeem.2012.01.007,,,,https://research.ebsco.com/plink/f987966c-7697-3a39-80c0-5cc5a715a52f,,,,
EconLit with Full Text,eoh,1293049,Is Bioenergy Trade Good for the Environment?,"We analyze the impacts of bioenergy trade on greenhouse gas emissions using a two-good, three-factor model. Bioenergy is an agricultural good used as a substitute for fossil fuels in industry. Governments tax domestic pollution without international coordination. We assume that northern countries have higher labor productivity than southern ones and that agriculture is less pollution intensive than industry (after taxation). We show that whereas southern countries impose a lower tax rate than northern ones, they do not necessary have a competitive advantage in industry, and that compared to autarky, trade liberalization either increases or decreases worldwide emissions depending on regional comparative advantages.",20120401,"Bourgeon, Jean-Marc ; Ollivier, Helene",Journal Article,Journal Article,April 2012,true,European Economic Review,Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies ; International Fiscal Issues; International Public Goods ; Alternative Energy Sources ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Climate; Natural Disasters and Their Management; Global Warming,JOUR,,,0014-2921,,,,,eng,,421,411,11,56,3,10.1016/j.euroecorev.2011.11.002,,,,https://research.ebsco.com/plink/b677479e-c6e1-316e-8d5d-5fda44a0d975,,,,
EconLit with Full Text,eoh,1612814,Level of Poverty and Employment Pattern in Slums: A Case of Gwalior in Central India,"Urbanisation and migration have led to the problem of urban slums wherein poverty and unemployment co-exist, besides many other problems including availability of water and sanitation. On the basis of a primary survey of 486 households, the study aims to find our the extent of poverty and the employment status of the slum population of Gwalior city in Madhya Pradesh. The study finds that most of the workers in Gwalior are engaged in casual or daily wage employment. The analysis shows that the poverty in Gwalior slums is around 68 per cent based on 1999-2000 poverty line estimates and around 80 per cent based on 2004-05 estimates.",20080601,"Kumar, Naveen ; Aggarwal, Suresh Chand",Journal Article,Journal Article,April-June 2008,true,Indian Journal of Labour Economics,"Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Measurement and Analysis of Poverty ; Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products ; Economic Development: Human Resources; Human Development; Income Distribution; Migration ; Economic Development: Urban, Rural, Regional, and Transportation Analysis; Housing; Infrastructure ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Urban, Rural, Regional, Real Estate, and Transportation Economics: Regional Migration; Regional Labor Markets; Population; Neighborhood Characteristics",JOUR,,,0971-7927,,,,,eng,,330,315,16,51,2,,,,,https://research.ebsco.com/plink/ddee0ada-a004-39ab-a799-4be4de241f37,,,,
EconLit with Full Text,eoh,1050701,Productivity and Price Performance in the Privatized Water and Sewerage Companies of England and Wales,,20080101,"Saal, David S. ; Parker, David ; Crew, Michael ; Parker, David",Collective Volume Article,Collective Volume Article,2008,,Developments in the Economics of Privatization and Regulation,"Production; Cost; Capital; Capital, Total Factor, and Multifactor Productivity; Capacity ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Production, Pricing, and Market Structure; Size Distribution of Firms ; Comparison of Public and Private Enterprises and Nonprofit Institutions; Privatization; Contracting Out ; Economics of Regulation ; Gas Utilities; Pipelines; Water Utilities ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling",CHAP,,978-1-84542-717-7,,,,,,eng,"Elgar Reference Collection. International Library of Critical Writings in Economics, vol. 219. Cheltenham, U.K. and Northampton, Mass.: Elgar",339,310,30,,,,,,,https://research.ebsco.com/plink/55a46922-5da0-34d4-8b15-8f84399387a3,,,,
EconLit with Full Text,eoh,1255457,Optimal Growth When Environmental Quality Is a Research Asset,"We advance an original assumption whereby a good state of the environment positively affects labor productivity in R&D such that deteriorating environmental quality negatively impacts R&D. We study the implications of this assumption for the optimal solution in an R&D-based model of growth, where the use of a non-renewable resource generates pollution. We show that in such a case, it is socially optimal to postpone extraction, as opposed to the situation in which the environment has no effect on productivity in R&D. Furthermore, insofar as environmental quality declines and subsequently recovers, we find that it is optimal to re-allocate employment to R&D in line with productivity changes. If environmental quality recovers only partially from pollution, R&D effort optimally begins above its long-run level, then progressively declines to a minimum and eventually increases to its steady-state level.",20111201,"Groth, Christian ; Ricci, Francesco",Journal Article,Journal Article,December 2011,true,Research in Economics,Management of Technological Innovation and R&D ; Environment and Growth ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Environment and Development; Environment and Trade; Sustainability; Environmental Accounts and Accounting; Environmental Equity; Population Growth,JOUR,,,1090-9443,,,,,eng,,352,340,13,65,4,10.1016/j.rie.2011.01.005,,,,https://research.ebsco.com/plink/b2809201-7cb9-3f6c-b5e0-42757e92b9bf,,,,
EconLit with Full Text,eoh,1371001,Measurement of Environmental Efficiency through Use of the Non-separable Desirable and Non-desirable Output Model in the Electric Energy Generation Activities of Iranian Electric Utilities. (In Farsi. With English summary.),"Given increased concerns about declining quality of the environment, there is need for consideration of negative impacts of economic activities, when assessing the efficiency and productivity of firms at the individual and macro levels and energy intensive and polluting industries. In this paper we measure the environmental efficiency of Iranian Electric utilities using the non-separable desirable and non-desirable output model. Empirical results indicate that the Azerbaijan and Khorasan Electric utility companies have low performance in terms of both Environmental and traditional efficiency. Although Khuzestan electric utility has high traditional Efficiency, its Environmental Efficiency is low. The results further demonstrate that Gilan has full environmental and traditional efficiency. The Kurskal-Wallis test indicates that taking into account co2 Emission as an undesirable output has a significant effect on the efficiency score of all Iranian electric utilities.",20110901,"Amadeh, Hamid ; Rezaei, Ali",Journal Article,Journal Article,Autumn 2011,,Quarterly Energy Economics Review,"Production; Cost; Capital; Capital, Total Factor, and Multifactor Productivity; Capacity ; Electric Utilities ; Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products ; Energy: Demand and Supply; Prices ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling",JOUR,,,1735-1626,,,,,Farsi,,154,125,30,8,30,,,,,https://research.ebsco.com/plink/4993344a-d00b-385b-8583-78ca218155f7,,,,
