Title,Author,Year,Citation count,Open access,DOI,Abstract
The changing risk and burden of wildfire in the United States,Marshall Burke|Anne Driscoll|Sam Heft‐Neal|Jiani Xue|Jennifer Burney|Michael W. Wara,2021,697,Open Access,https://doi.org/10.1073/pnas.2011048118,"Recent dramatic and deadly increases in global wildfire activity have increased attention on the causes of wildfires, their consequences, and how risk from wildfire might be mitigated. Here we bring together data on the changing risk and societal burden of wildfire in the United States. We estimate that nearly 50 million homes are currently in the wildland–urban interface in the United States, a number increasing by 1 million houses every 3 y. To illustrate how changes in wildfire activity might affect air pollution and related health outcomes, and how these linkages might guide future science and policy, we develop a statistical model that relates satellite-based fire and smoke data to information from pollution monitoring stations. Using the model, we estimate that wildfires have accounted for up to 25% of PM 2.5 (particulate matter with diameter <2.5 μm) in recent years across the United States, and up to half in some Western regions, with spatial patterns in ambient smoke exposure that do not follow traditional socioeconomic pollution exposure gradients. We combine the model with stylized scenarios to show that fuel management interventions could have large health benefits and that future health impacts from climate-change–induced wildfire smoke could approach projected overall increases in temperature-related mortality from climate change—but that both estimates remain uncertain. We use model results to highlight important areas for future research and to draw lessons for policy."
The Impact of Temperature on Productivity and Labor Supply: Evidence from Indian Manufacturing,E. Somanathan|Rohini Somanathan|Anant Sudarshan|Meenu Tewari,2021,633,Open Access,https://doi.org/10.1086/713733,"Hotter years are associated with lower economic output in developing countries. We show that the effect of temperature on labor is an important part of the explanation. Using microdata from selected firms in India, we estimate reduced worker productivity and increased absenteeism on hot days. Climate control significantly mitigates productivity losses. In a national panel of Indian factories, annual plant output falls by about 2% per degree Celsius. This response appears to be driven by a reduction in the output elasticity of labor. Our estimates are large enough to explain previously observed output losses in cross-country panels."
A Growing Role for Gender Analysis in Air Pollution Epidemiology,Jane E. Clougherty,2009,608,Open Access,https://doi.org/10.1289/ehp.0900994,"Abstract Objective Epidemiologic studies of air pollution effects on respiratory health report significant modification by sex, although results are not uniform. Importantly, it remains unclear whether modifications are attributable to socially derived gendered exposures, to sex-linked physiological differences, or to some interplay thereof. Gender analysis, which aims to disaggregate social from biological differences between males and females, may help to elucidate these possible sources of effect modification. Data sources and data extraction A PubMed literature search was performed in July 2009, using the terms “respiratory” and any of “sex” or “gender” or “men and women” or “boys and girls” and either “PM2.5” (particulate matter ≥ 2.5 μm in aerodynamic diameter) or “NO2” (nitrogen dioxide). I reviewed the identified studies, and others cited therein, to summarize current evidence of effect modification, with attention to authors’ interpretation of observed differences. Owing to broad differences in exposure mixes, outcomes, and analytic techniques, with few studies examining any given combination thereof, meta-analysis was not deemed appropriate at this time. Data synthesis More studies of adults report stronger effects among women, particularly for older persons or where using residential exposure assessment. Studies of children suggest stronger effects among boys in early life and among girls in later childhood. Conclusions The qualitative review describes possible sources of difference in air pollution response between women and men, which may vary by life stage, coexposures, hormonal status, or other factors. The sources of observed effect modifications remain unclear, although gender analytic approaches may help to disentangle gender and sex differences in pollution response. A framework for incorporating gender analysis into environmental epidemiology is offered, along with several potentially useful methods from gender analysis."
Particulate Pollution and the Productivity of Pear Packers,Tom Chang|Joshua Graff Zivin|Tal Gross|Matthew Neidell,2016,594,NOT Open Access,https://doi.org/10.1257/pol.20150085,
Temperature effects on productivity and factor reallocation: Evidence from a half million chinese manufacturing plants,Peng Zhang|Olivier Deschênes|Kyle C. Meng|Junjie Zhang,2017,574,NOT Open Access,https://doi.org/10.1016/j.jeem.2017.11.001,
US particulate matter air quality improves except in wildfire-prone areas,Crystal D. McClure|Daniel A. Jaffe,2018,478,Open Access,https://doi.org/10.1073/pnas.1804353115,"Significance Wildfires are a major source of fine particulate matter (diameter <2.5 µm; PM 2.5 ), which is a health hazard. Since the mid-1980s, the total US area burned by wildfires has been increasing, with fires in the Northwest United States accounting for ∼50–60% of that increase. In the Northwest United States, we find a positive trend in the 98th quantile of PM 2.5 in contrast to other areas of the country where PM 2.5 is decreasing. This positive trend in PM 2.5 is closely associated with total carbon (a marker of wildfire emissions). These results support model predictions of increasing wildfire occurrence and PM 2.5 in a warming world."
Severe Air Pollution and Labor Productivity: Evidence from Industrial Towns in China,Jiaxiu He|Haoming Liu|Alberto Salvo,2019,460,NOT Open Access,https://doi.org/10.1257/app.20170286,
"Time series analysis of air pollution and mortality: effects by cause, age and socioeconomic status",Nélson Gouveia|Tony Fletcher,2000,395,Open Access,https://doi.org/10.1136/jech.54.10.750,"OBJECTIVE: To investigate the association between outdoor air pollution and mortality in São Paulo, Brazil. DESIGN: Time series study METHODS: All causes, respiratory and cardiovascular mortality were analysed and the role of age and socioeconomic status in modifying associations between mortality and air pollution were investigated. Models used Poisson regression and included terms for temporal patterns, meteorology, and autocorrelation. MAIN RESULTS: All causes all ages mortality showed much smaller associations with air pollution than mortality for specific causes and age groups. In the elderly, a 3-4% increase in daily deaths for all causes and for cardiovascular diseases was associated with an increase in fine particulate matter and in sulphur dioxide from the 10th to the 90th percentile. For respiratory deaths the increase in mortality was higher (6%). Cardiovascular deaths were additionally associated with levels of carbon monoxide (4% increase in daily deaths). The associations between air pollutants and mortality in children under 5 years of age were not statistically significant. There was a significant trend of increasing risk of death according to age with effects most evident for subjects over 65 years old. The effect of air pollution was also larger in areas of higher socioeconomic level. CONCLUSIONS: These results show further evidence of an association between air pollution and mortality but of smaller magnitude than found in other similar studies. In addition, it seems that older age groups are at a higher risk of mortality associated with air pollution. Such complexity should be taken into account in health risk assessment based on time series studies."
Spatial interpolation of air pollution measurements using CORINE land cover data,Stijn Janssen|Gerwin Dumont|Frans Fierens|Clemens Mensink,2008,375,NOT Open Access,https://doi.org/10.1016/j.atmosenv.2008.02.043,
"Indoor air pollutants in office environments: Assessment of comfort, health, and performance",Peder Wolkoff,2012,341,Open Access,https://doi.org/10.1016/j.ijheh.2012.08.001,
Contribution of Wildland-Fire Smoke to US PM2.5 and Its Influence on Recent Trends,Katelyn O’Dell|Bonne Ford|Emily V. Fischer|Jeffrey R. Pierce,2019,300,NOT Open Access,https://doi.org/10.1021/acs.est.8b05430,
"Air pollution: A systematic review of its psychological, economic, and social effects",Jackson G. Lu,2019,297,NOT Open Access,https://doi.org/10.1016/j.copsyc.2019.06.024,
The Effects of Air Pollution on Hospitalizations for Cardiovascular Disease in Elderly People in Australian and New Zealand Cities,Adrian Barnett|Gail Williams|Joel Schwartz|Trudi Best|Anne Neller|Anna Petroeschevsky|R.W. Simpson,2006,291,Open Access,https://doi.org/10.1289/ehp.8674,"OBJECTIVE: The goal of this study was to estimate the associations between outdoor air pollution and cardiovascular hospital admissions for the elderly. DESIGN: Associations were assessed using the case-crossover method for seven cities: Auckland and Christchurch, New Zealand; and Brisbane, Canberra, Melbourne, Perth, and Sydney Australia. Results were combined across cities using a random-effects meta-analysis and stratified for two adult age groups: 15-64 years and >/= 65 years of age (elderly). Pollutants considered were nitrogen dioxide, carbon monoxide, daily measures of particulate matter (PM) and ozone. Where multiple pollutant associations were found, a matched case-control analysis was used to identify the most consistent association. RESULTS: In the elderly, all pollutants except O3 were significantly associated with five categories of cardiovascular disease admissions. No associations were found for arrhythmia and stroke. For a 0.9-ppm increase in CO, there were significant increases in elderly hospital admissions for total cardiovascular disease (2.2%) , all cardiac disease (2.8%), cardiac failure (6.0%), ischemic heart disease (2.3%), and myocardial infarction (2.9%). There was some heterogeneity between cities, possibly due to differences in humidity and the percentage of elderly people. In matched analyses, CO had the most consistent association. CONCLUSIONS: The results suggest that air pollution arising from common emission sources for CO, NO2, and PM (e.g., motor vehicle exhausts) has significant associations with adult cardiovascular hospital admissions, especially in the elderly, at air pollution concentrations below normal health guidelines. Relevance to clinical and professional practice: Elderly populations in Australia need to be protected from air pollution arising from outdoor sources to reduce cardiovascular disease."
Mapping of background air pollution at a fine spatial scale across the European Union,Rob Beelen|Gerard Hoek|Edzer Pebesma|Danielle Vienneau|Kees de Hoogh|David Briggs,2009,280,NOT Open Access,https://doi.org/10.1016/j.scitotenv.2008.11.048,
"Synergistic health effects of air pollution, temperature, and pollen exposure: a systematic review of epidemiological evidence",Susan C. Anenberg|Shannon Haines|Elizabeth Wang|Nicholas J. Nassikas|Patrick L. Kinney,2020,245,Open Access,https://doi.org/10.1186/s12940-020-00681-z,"BACKGROUND: Exposure to heat, air pollution, and pollen are associated with health outcomes, including cardiovascular and respiratory disease. Studies assessing the health impacts of climate change have considered increased exposure to these risk factors separately, though they may be increasing simultaneously for some populations and may act synergistically on health. Our objective is to systematically review epidemiological evidence for interactive effects of multiple exposures to heat, air pollution, and pollen on human health. METHODS: We systematically searched electronic literature databases (last search, April 29, 2019) for studies reporting quantitative measurements of associations between at least two of the exposures and mortality from any cause and cardiovascular and respiratory morbidity and mortality specifically. Following the Navigation Guide systematic review methodology, we evaluated the risk of bias of individual studies and the overall quality and strength of evidence. RESULTS: We found 56 studies that met the inclusion criteria. Of these, six measured air pollution, heat, and pollen; 39 measured air pollution and heat; 10 measured air pollution and pollen; and one measured heat and pollen. Nearly all studies were at risk of bias from exposure assessment error. However, consistent exposure-response across studies led us to conclude that there is overall moderate quality and sufficient evidence for synergistic effects of heat and air pollution. We concluded that there is overall low quality and limited evidence for synergistic effects from simultaneous exposure to (1) air pollution, pollen, and heat; and (2) air pollution and pollen. With only one study, we were unable to assess the evidence for synergistic effects of heat and pollen. CONCLUSIONS: If synergistic effects between heat and air pollution are confirmed with additional research, the health impacts from climate change-driven increases in air pollution and heat exposure may be larger than previously estimated in studies that consider these risk factors individually."
Respiratory health effects of ultrafine and fine particle exposure in cyclists,Maciej Strak|Hanna Boogaard|Kees Meliefste|Marieke Oldenwening|Moniek Zuurbier|Bert Brunekreef|Gerard Hoek,2009,239,Open Access,https://doi.org/10.1136/oem.2009.046847,"OBJECTIVES: Monitoring studies have shown that commuters are exposed to high air pollution concentrations, but there is limited evidence of associated health effects. We carried out a study to investigate the acute respiratory health effects of air pollution related to commuting by bicycle. METHODS: Twelve healthy adults cycled a low- and a high-traffic intensity route during morning rush hour in Utrecht, The Netherlands. Exposure to traffic-related air pollution was characterised by measurements of PM(10), soot and particle number. Before, directly after and 6 h after cycling we measured lung function (FEV(1), FVC, PEF), exhaled NO (FE(NO)) and respiratory symptoms. The association between post- minus pre-exposure difference in health effects and exposure during cycling was evaluated with linear regression models. RESULTS: The average particle number concentration was 59% higher, while the average soot concentration was 39% higher on the high-traffic route than on the low-traffic route. There was no difference for PM(10). Contrary to our hypothesis, associations between air pollution during cycling and lung function changes immediately after cycling were mostly positive. Six hours after cycling, associations between air pollution exposure and health were mostly negative for lung function changes and positive for changes in exhaled NO, although non-significant. CONCLUSIONS: We found substantial differences in ultrafine particle number and soot exposure between two urban cycling routes. Exposure to ultrafine particles and soot during cycling was weakly associated with increased exhaled NO, indicative of airway inflammation, and decrements in lung function 6 h after exposure. A limitation of the study was the relatively small sample size."
"Air Quality and Error Quantity: Pollution and Performance in a High-Skilled, Quality-Focused Occupation",James Archsmith|Anthony Heyes|Soodeh Saberian,2018,227,Open Access,https://doi.org/10.1086/698728,"We provide the first evidence that short-term exposure to air pollution affects the work performance of a group of highly skilled, quality-focused employees. We repeatedly observe the decision making of individual professional baseball umpires, quasi-randomly assigned to varying air quality across time and space. Unique characteristics of this setting combined with high-frequency data disentangle effects of multiple pollutants and identify previously underexplored acute effects. We find that a 1 ppm increase in 3-hour CO causes an 11.5% increase in the propensity of umpires to make incorrect calls and a 10 μg/m3 increase in 12-hour PM2.5 causes a 2.6% increase. We control carefully for a variety of potential confounders, and results are supported by robustness and falsification checks. Our estimates imply that a 3% reduction in productive output is associated with a change in CO concentrations equivalent to moving from the 25th to the 95th percentile of the CO distribution in many of the largest US cities."
Effects of environment pollution on the ocular surface,Se Ji Jung|Jodhbir S. Mehta|Louis Tong,2018,209,NOT Open Access,https://doi.org/10.1016/j.jtos.2018.03.001,
The effects of air pollution on individual psychological distress,Victoria Sass|Nicole Kravitz‐Wirtz|Steven M. Karceski|Anjum Hajat|Kyle Crowder|David T. Takeuchi,2017,199,Open Access,https://doi.org/10.1016/j.healthplace.2017.09.006,
Particulate matter and labor supply: The role of caregiving and non-linearities,Fernando M. Aragón|Juan José Miranda|Paulina Oliva,2017,185,Open Access,https://doi.org/10.1016/j.jeem.2017.02.008,
Comparison of wildfire smoke estimation methods and associations with cardiopulmonary‐related hospital admissions,Ryan W. Gan|Bonne Ford|William Lassman|Gabriele Pfister|A. Vaidyanathan|Emily V. Fischer|John Volckens|Jeffrey R. Pierce|Sheryl Magzamen,2017,181,Open Access,https://doi.org/10.1002/2017gh000073,"Abstract Climate forecasts predict an increase in frequency and intensity of wildfires. Associations between health outcomes and population exposure to smoke from Washington 2012 wildfires were compared using surface monitors, chemical‐weather models, and a novel method blending three exposure information sources. The association between smoke particulate matter ≤2.5 μm in diameter (PM2.5) and cardiopulmonary hospital admissions occurring in Washington from 1 July to 31 October 2012 was evaluated using a time‐stratified case‐crossover design. Hospital admissions aggregated by ZIP code were linked with population‐weighted daily average concentrations of smoke PM2.5 estimated using three distinct methods: a simulation with the Weather Research and Forecasting with Chemistry (WRF‐Chem) model, a kriged interpolation of PM2.5 measurements from surface monitors, and a geographically weighted ridge regression (GWR) that blended inputs from WRF‐Chem, satellite observations of aerosol optical depth, and kriged PM2.5. A 10 μg/m3 increase in GWR smoke PM2.5 was associated with an 8% increased risk in asthma‐related hospital admissions (odds ratio (OR): 1.076, 95% confidence interval (CI): 1.019–1.136); other smoke estimation methods yielded similar results. However, point estimates for chronic obstructive pulmonary disease (COPD) differed by smoke PM2.5 exposure method: a 10 μg/m3 increase using GWR was significantly associated with increased risk of COPD (OR: 1.084, 95%CI: 1.026–1.145) and not significant using WRF‐Chem (OR: 0.986, 95%CI: 0.931–1.045). The magnitude (OR) and uncertainty (95%CI) of associations between smoke PM2.5 and hospital admissions were dependent on estimation method used and outcome evaluated. Choice of smoke exposure estimation method used can impact the overall conclusion of the study."
The effect of pollution on crime: Evidence from data on particulate matter and ozone,Jesse Burkhardt|Jude Bayham|Ander Wilson|Ellison Carter|Jesse D. Berman|Katelyn O’Dell|Bonne Ford|Emily V. Fischer|Jeffrey R. Pierce,2019,170,NOT Open Access,https://doi.org/10.1016/j.jeem.2019.102267,
Traffic air pollution and mortality from cardiovascular disease and all causes: a Danish cohort study,Ole Raaschou‐Nielsen|Zorana Jovanovic Andersen|Steen Solvang Jensen|Matthias Ketzel|Mette Sørensen|Johnni Hansen|Steffen Loft|Anne Tjønneland|Kim Overvad,2012,164,Open Access,https://doi.org/10.1186/1476-069x-11-60,"BACKGROUND: Traffic air pollution has been linked to cardiovascular mortality, which might be due to co-exposure to road traffic noise. Further, personal and lifestyle characteristics might modify any association. METHODS: We followed up 52 061 participants in a Danish cohort for mortality in the nationwide Register of Causes of Death, from enrollment in 1993-1997 through 2009, and traced their residential addresses from 1971 onwards in the Central Population Registry. We used dispersion-modelled concentration of nitrogen dioxide (NO₂) since 1971 as indicator of traffic air pollution and used Cox regression models to estimate mortality rate ratios (MRRs) with adjustment for potential confounders. RESULTS: Mean levels of NO₂ at the residence since 1971 were significantly associated with mortality from cardiovascular disease (MRR, 1.26; 95% confidence interval [CI], 1.06-1.51, per doubling of NO₂ concentration) and all causes (MRR, 1.13; 95% CI, 1.04-1.23, per doubling of NO₂ concentration) after adjustment for potential confounders. For participants who ate < 200 g of fruit and vegetables per day, the MRR was 1.45 (95% CI, 1.13-1.87) for mortality from cardiovascular disease and 1.25 (95% CI, 1.11-1.42) for mortality from all causes. CONCLUSIONS: Traffic air pollution is associated with mortality from cardiovascular diseases and all causes, after adjustment for traffic noise. The association was strongest for people with a low fruit and vegetable intake."
Weather and air pollution as triggers of severe headaches,Kenneth J. Mukamal|Gregory A. Wellenius|Helen Suh|Murray A. Mittleman,2009,148,Open Access,https://doi.org/10.1212/01.wnl.0000344152.56020.94,"BACKGROUND: The roles of weather conditions and air pollution as triggers of headache have been inconsistent in previous, generally small studies. METHODS: We performed a case-crossover study of 7,054 patients seen in a single emergency department between May 2000 and December 2007 with a primary discharge diagnosis of headache. We compared levels of temperature, barometric pressure, humidity, fine particulate matter, black carbon, and nitrogen and sulfur dioxides during the three 24-hour periods preceding presentation with corresponding levels on the remaining occurrences of that day of the week in a given month, using local meteorologic and pollutant monitors. RESULTS: Higher mean ambient temperature in the 24 hours preceding hospital presentation positively and linearly increased the acute risk of headache (odds ratio [OR] for a 5 degrees C increment 1.075; 95% confidence interval [CI], 1.021-1.133; p = 0.006) [corrected]. Higher risk was observed for cases with and without a discharge diagnosis of migraine and for cases between October and March or between April and September. Lower barometric pressure also increased the risk of nonmigraine cases in the 48 to 72 hours before hospitalization (OR 0.939 per 5 mm Hg; 95% CI, 0.902-0.978; p = 0.002). Current levels of pollutants did not influence the risk of headache. CONCLUSIONS: Higher ambient temperature and, to a lesser degree, lower barometric pressure led to a transient increase in risk of headache requiring emergency department evaluation. We did not find clear association of air pollutants with risk, but cannot exclude effects of air pollution of the magnitude previously observed for stroke and other cardiovascular events."
Strawberry (Fragaria ×ananassa Duch.) Growth and Productivity as Affected by Temperature,Sorkel Kadir|Gaganpreet Sidhu|Kassim Al‐Khatib,2006,141,Open Access,https://doi.org/10.21273/hortsci.41.6.1423,"Thermotolerance of photosynthesis and productivity in `Chandler' and `Sweet Charlie' strawberry plants ( Fragaria × ananassa Duch.) exposed to three temperature regimes was studied. Net CO 2 assimilation rate (A), variable chlorophyll fluorescence (Fv), efficiency of photosystem II (Fv/Fm), relative chlorophyll content, plant growth, and fruit yield and quality were measured. High temperature (40 °C day/35 °C night) was more detrimental to photosynthesis and productivity than the moderate or low temperature (30/25 or 20/15 °C). Net CO 2 assimilation rate in both cultivars was markedly reduced by 40/35 °C, although there was slight decline in `Sweet Charlie' at 30/25 °C. `Chandler' maintained significantly higher A rates than `Sweet Charlie' for at least three weeks of heat stress, indicating that `Chandler' might tolerate longer exposure to high temperature. In parallel to the decrease in A rate, intercellular CO 2 concentration (C i ) and instantaneous water use efficiency (WUE) were significantly decreased at high temperature. `Chandler' leaves were cooler and transpired more than `Sweet Charlie' leaves, suggesting that each cultivar adopted different heat resistance mechanisms at 40/35 °C. There were changes in Fv and Fv/Fm with increasing temperature, indicating irreversible damage to photosystem II at 40/35 °C might have occurred. The trend of reduction in stomatal conductance ( g S ) in both cultivars at high temperature did not coincide with the reduction in A rates. Decline in A rates at high temperature was more related to changes in Fv/Fm than to g S activity. The optimal temperature for vegetative growth was 30/25 °C. Reduction in A rate at high temperature resulted in reduction in total leaf area (LA), shoot, root, and leaf biomasses. Strawberry roots were more responsive than shoot growth to temperatures above 20/15 °C. Fruit yield for `Chandler' was higher at 20/15 °C than at 30/25 °C, suggesting that `Chandler' might have a higher source-to-sink relationship at 20/15 °C than at 30/25 °C. Fruit skin color was temperature dependent only for `Chandler'. A quadratic relationship between flower development and duration of exposure to 30/25 °C for both cultivars was observed; more than two weeks of 30/25 °C can be detrimental to flower development. Regardless of the cultivar and duration of exposure, 40/35 °C was the temperature regime most detrimental to fruit set."
"Spatial and temporal estimates of population exposure to wildfire smoke during the Washington state 2012 wildfire season using blended model, satellite, and in situ data",William Lassman|Bonne Ford|Ryan W. Gan|Gabriele Pfister|Sheryl Magzamen|Emily V. Fischer|Jeffrey R. Pierce,2017,110,Open Access,https://doi.org/10.1002/2017gh000049,"Abstract In the western U.S., smoke from wild and prescribed fires can severely degrade air quality. Due to changes in climate and land management, wildfires have increased in frequency and severity, and this trend is expected to continue. Consequently, wildfires are expected to become an increasingly important source of air pollutants in the western U.S. Hence, there is a need to develop a quantitative understanding of wildfire‐smoke‐specific health effects. A necessary step in this process is to determine who was exposed to wildfire smoke, the concentration of the smoke during exposure, and the duration of the exposure. Three different tools have been used in past studies to assess exposure to wildfire smoke: in situ measurements, satellite‐based observations, and chemical‐transport model (CTM) simulations. Each of these exposure‐estimation tools has associated strengths and weakness. We investigate the utility of blending these tools together to produce estimates of PM 2.5 exposure from wildfire smoke during the Washington 2012 fire season. For blending, we use a ridge‐regression model and a geographically weighted ridge‐regression model. We evaluate the performance of the three individual exposure‐estimate techniques and the two blended techniques by using leave‐one‐out cross validation. We find that predictions based on in situ monitors are more accurate for this particular fire season than the CTM simulations and satellite‐based observations because of the large number of monitors present; therefore, blending provides only marginal improvements above the in situ observations. However, we show that in hypothetical cases with fewer surface monitors, the two blending techniques can produce substantial improvement over any of the individual tools."
